"Destinos,""Indicadores"",""Orixe dos viaxeiros"",""CodTempo"",""Tempo"",""DatoN"",""DatoT"""
"A Coru–a e As Mari–as,""Indicador ‡rea"",""F—ra de Galicia"",2021,""2021"",726,""726"""
"Ancares - Courel,""Indicador ‡rea"",""F—ra de Galicia"",2021,""2021"",12,""12"""
"Celanova - Limia,""Indicador ‡rea"",""F—ra de Galicia"",2021,""2021"",8,""8"""
"Costa da Morte,""Indicador ‡rea"",""F—ra de Galicia"",2021,""2021"",128,""128"""
"Deza - Tabeir—s,""Indicador ‡rea"",""F—ra de Galicia"",2021,""2021"",18,""18"""
"Ferrolterra,""Indicador ‡rea"",""F—ra de Galicia"",2021,""2021"",154,""154"""
"Lugo e a Terra Ch‡,""Indicador ‡rea"",""F—ra de Galicia"",2021,""2021"",63,""63"""
"Manzaneda - Trevinca,""Indicador ‡rea"",""F—ra de Galicia"",2021,""2021"",12,""12"""
"Mari–a Lucense,""Indicador ‡rea"",""F—ra de Galicia"",2021,""2021"",188,""188"""
"O Ribeiro,""Indicador ‡rea"",""F—ra de Galicia"",2021,""2021"",33,""33"""
"R’a de Arousa,""Indicador ‡rea"",""F—ra de Galicia"",2021,""2021"",1631,""1.631"""
"R’a de Muros e Noia,""Indicador ‡rea"",""F—ra de Galicia"",2021,""2021"",102,""102"""
"R’a de Vigo e Baixo Mi–o,""Indicador ‡rea"",""F—ra de Galicia"",2021,""2021"",520,""520"""
"R’a e Terras de Pontevedra,""Indicador ‡rea"",""F—ra de Galicia"",2021,""2021"",337,""337"""
"Ribeira Sacra,""Indicador ‡rea"",""F—ra de Galicia"",2021,""2021"",63,""63"""
"Terras de Ourense e Allariz,""Indicador ‡rea"",""F—ra de Galicia"",2021,""2021"",169,""169"""
"Terras de Santiago,""Indicador ‡rea"",""F—ra de Galicia"",2021,""2021"",349,""349"""
"Ver’n - Viana,""Indicador ‡rea"",""F—ra de Galicia"",2021,""2021"",18,""18"""
"Galicia,""Indicador Costa"",""F—ra de Galicia"",2021,""2021"",2148,""2.148"""
"A Coru–a e As Mari–as,""Indicador Costa"",""F—ra de Galicia"",2021,""2021"",3542,""3.542"""
"Ancares - Courel,""Indicador Costa"",""F—ra de Galicia"",2021,""2021"",,""-"""
"Celanova - Limia,""Indicador Costa"",""F—ra de Galicia"",2021,""2021"",,""-"""
"Costa da Morte,""Indicador Costa"",""F—ra de Galicia"",2021,""2021"",481,""481"""
"Deza - Tabeir—s,""Indicador Costa"",""F—ra de Galicia"",2021,""2021"",,""-"""
"Ferrolterra,""Indicador Costa"",""F—ra de Galicia"",2021,""2021"",510,""510"""
"Lugo e a Terra Ch‡,""Indicador Costa"",""F—ra de Galicia"",2021,""2021"",,""-"""
"Manzaneda - Trevinca,""Indicador Costa"",""F—ra de Galicia"",2021,""2021"",,""-"""
"Mari–a Lucense,""Indicador Costa"",""F—ra de Galicia"",2021,""2021"",1000,""1.000"""
"O Ribeiro,""Indicador Costa"",""F—ra de Galicia"",2021,""2021"",,""-"""
"R’a de Arousa,""Indicador Costa"",""F—ra de Galicia"",2021,""2021"",2074,""2.074"""
"R’a de Muros e Noia,""Indicador Costa"",""F—ra de Galicia"",2021,""2021"",285,""285"""
"R’a de Vigo e Baixo Mi–o,""Indicador Costa"",""F—ra de Galicia"",2021,""2021"",2861,""2.861"""
"R’a e Terras de Pontevedra,""Indicador Costa"",""F—ra de Galicia"",2021,""2021"",1707,""1.707"""
"Ribeira Sacra,""Indicador Costa"",""F—ra de Galicia"",2021,""2021"",,""-"""
"Terras de Ourense e Allariz,""Indicador Costa"",""F—ra de Galicia"",2021,""2021"",,""-"""
"Terras de Santiago,""Indicador Costa"",""F—ra de Galicia"",2021,""2021"",,""-"""
"Ver’n - Viana,""Indicador Costa"",""F—ra de Galicia"",2021,""2021"",,""-"""
"Galicia,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2021,""2021"",0.55,""0,55"""
"A Coru–a e As Mari–as,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2021,""2021"",0.43,""0,43"""
"Ancares - Courel,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2021,""2021"",0.44,""0,44"""
"Celanova - Limia,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2021,""2021"",0.09,""0,09"""
"Costa da Morte,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2021,""2021"",0.52,""0,52"""
"Deza - Tabeir—s,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2021,""2021"",0.11,""0,11"""
"Ferrolterra,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2021,""2021"",0.36,""0,36"""
"Lugo e a Terra Ch‡,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2021,""2021"",0.39,""0,39"""
"Manzaneda - Trevinca,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2021,""2021"",0.15,""0,15"""
"Mari–a Lucense,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2021,""2021"",1.02,""1,02"""
"O Ribeiro,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2021,""2021"",0.20,""0,20"""
"R’a de Arousa,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2021,""2021"",1.48,""1,48"""
"R’a de Muros e Noia,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2021,""2021"",0.27,""0,27"""
"R’a de Vigo e Baixo Mi–o,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2021,""2021"",0.44,""0,44"""
"R’a e Terras de Pontevedra,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2021,""2021"",0.43,""0,43"""
"Ribeira Sacra,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2021,""2021"",0.75,""0,75"""
"Terras de Ourense e Allariz,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2021,""2021"",0.25,""0,25"""
"Terras de Santiago,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2021,""2021"",1.05,""1,05"""
"Ver’n - Viana,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2021,""2021"",0.28,""0,28"""
"Galicia,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2021,""2021"",2.02,""2,02"""
"A Coru–a e As Mari–as,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2021,""2021"",1.57,""1,57"""
"Ancares - Courel,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2021,""2021"",1.60,""1,60"""
"Celanova - Limia,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2021,""2021"",0.33,""0,33"""
"Costa da Morte,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2021,""2021"",1.91,""1,91"""
"Deza - Tabeir—s,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2021,""2021"",0.39,""0,39"""
"Ferrolterra,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2021,""2021"",1.31,""1,31"""
"Lugo e a Terra Ch‡,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2021,""2021"",1.41,""1,41"""
"Manzaneda - Trevinca,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2021,""2021"",0.56,""0,56"""
"Mari–a Lucense,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2021,""2021"",3.73,""3,73"""
"O Ribeiro,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2021,""2021"",0.75,""0,75"""
"R’a de Arousa,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2021,""2021"",5.39,""5,39"""
"R’a de Muros e Noia,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2021,""2021"",0.99,""0,99"""
"R’a de Vigo e Baixo Mi–o,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2021,""2021"",1.59,""1,59"""
"R’a e Terras de Pontevedra,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2021,""2021"",1.55,""1,55"""
"Ribeira Sacra,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2021,""2021"",2.73,""2,73"""
"Terras de Ourense e Allariz,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2021,""2021"",0.91,""0,91"""
"Terras de Santiago,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2021,""2021"",3.85,""3,85"""
"Ver’n - Viana,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2021,""2021"",1.01,""1,01"""
"Galicia,""Indicador Estacional (1)"",""F—ra de Galicia"",2021,""2021"",50.7,""50,7"""
"A Coru–a e As Mari–as,""Indicador Estacional (1)"",""F—ra de Galicia"",2021,""2021"",41.0,""41,0"""
"Ancares - Courel,""Indicador Estacional (1)"",""F—ra de Galicia"",2021,""2021"",76.7,""76,7"""
"Celanova - Limia,""Indicador Estacional (1)"",""F—ra de Galicia"",2021,""2021"",77.4,""77,4"""
"Costa da Morte,""Indicador Estacional (1)"",""F—ra de Galicia"",2021,""2021"",64.0,""64,0"""
"Deza - Tabeir—s,""Indicador Estacional (1)"",""F—ra de Galicia"",2021,""2021"",77.2,""77,2"""
"Ferrolterra,""Indicador Estacional (1)"",""F—ra de Galicia"",2021,""2021"",57.7,""57,7"""
"Lugo e a Terra Ch‡,""Indicador Estacional (1)"",""F—ra de Galicia"",2021,""2021"",43.1,""43,1"""
"Manzaneda - Trevinca,""Indicador Estacional (1)"",""F—ra de Galicia"",2021,""2021"",58.7,""58,7"""
"Mari–a Lucense,""Indicador Estacional (1)"",""F—ra de Galicia"",2021,""2021"",66.1,""66,1"""
"O Ribeiro,""Indicador Estacional (1)"",""F—ra de Galicia"",2021,""2021"",56.6,""56,6"""
"R’a de Arousa,""Indicador Estacional (1)"",""F—ra de Galicia"",2021,""2021"",64.6,""64,6"""
"R’a de Muros e Noia,""Indicador Estacional (1)"",""F—ra de Galicia"",2021,""2021"",80.7,""80,7"""
"R’a de Vigo e Baixo Mi–o,""Indicador Estacional (1)"",""F—ra de Galicia"",2021,""2021"",46.1,""46,1"""
"R’a e Terras de Pontevedra,""Indicador Estacional (1)"",""F—ra de Galicia"",2021,""2021"",50.2,""50,2"""
"Ribeira Sacra,""Indicador Estacional (1)"",""F—ra de Galicia"",2021,""2021"",53.1,""53,1"""
"Terras de Ourense e Allariz,""Indicador Estacional (1)"",""F—ra de Galicia"",2021,""2021"",37.7,""37,7"""
"Terras de Santiago,""Indicador Estacional (1)"",""F—ra de Galicia"",2021,""2021"",39.5,""39,5"""
"Ver’n - Viana,""Indicador Estacional (1)"",""F—ra de Galicia"",2021,""2021"",38.6,""38,6"""
"Galicia,""Indicador Estacional (2)"",""F—ra de Galicia"",2021,""2021"",12.1,""12,1"""
"A Coru–a e As Mari–as,""Indicador Estacional (2)"",""F—ra de Galicia"",2021,""2021"",-9.7,""-9,7"""
"Ancares - Courel,""Indicador Estacional (2)"",""F—ra de Galicia"",2021,""2021"",35.7,""35,7"""
"Celanova - Limia,""Indicador Estacional (2)"",""F—ra de Galicia"",2021,""2021"",0.7,""0,7"""
"Costa da Morte,""Indicador Estacional (2)"",""F—ra de Galicia"",2021,""2021"",-13.4,""-13,4"""
"Deza - Tabeir—s,""Indicador Estacional (2)"",""F—ra de Galicia"",2021,""2021"",13.2,""13,2"""
"Ferrolterra,""Indicador Estacional (2)"",""F—ra de Galicia"",2021,""2021"",-19.5,""-19,5"""
"Lugo e a Terra Ch‡,""Indicador Estacional (2)"",""F—ra de Galicia"",2021,""2021"",-14.6,""-14,6"""
"Manzaneda - Trevinca,""Indicador Estacional (2)"",""F—ra de Galicia"",2021,""2021"",15.6,""15,6"""
"Mari–a Lucense,""Indicador Estacional (2)"",""F—ra de Galicia"",2021,""2021"",7.4,""7,4"""
"O Ribeiro,""Indicador Estacional (2)"",""F—ra de Galicia"",2021,""2021"",-9.5,""-9,5"""
"R’a de Arousa,""Indicador Estacional (2)"",""F—ra de Galicia"",2021,""2021"",8.0,""8,0"""
"R’a de Muros e Noia,""Indicador Estacional (2)"",""F—ra de Galicia"",2021,""2021"",16.1,""16,1"""
"R’a de Vigo e Baixo Mi–o,""Indicador Estacional (2)"",""F—ra de Galicia"",2021,""2021"",-34.6,""-34,6"""
"R’a e Terras de Pontevedra,""Indicador Estacional (2)"",""F—ra de Galicia"",2021,""2021"",4.1,""4,1"""
"Ribeira Sacra,""Indicador Estacional (2)"",""F—ra de Galicia"",2021,""2021"",2.9,""2,9"""
"Terras de Ourense e Allariz,""Indicador Estacional (2)"",""F—ra de Galicia"",2021,""2021"",-15.4,""-15,4"""
"Terras de Santiago,""Indicador Estacional (2)"",""F—ra de Galicia"",2021,""2021"",1.8,""1,8"""
"Ver’n - Viana,""Indicador Estacional (2)"",""F—ra de Galicia"",2021,""2021"",-0.9,""-0,9"""
"Galicia,""Noites"",""Todas"",2022,""2022"",11313508,""11.313.508"""
"A Coru–a e As Mari–as,""Noites"",""Todas"",2022,""2022"",1304501,""1.304.501"""
"Ancares - Courel,""Noites"",""Todas"",2022,""2022"",83527,""83.527"""
"Celanova - Limia,""Noites"",""Todas"",2022,""2022"",53944,""53.944"""
"Costa da Morte,""Noites"",""Todas"",2022,""2022"",441431,""441.431"""
"Deza - Tabeir—s,""Noites"",""Todas"",2022,""2022"",108375,""108.375"""
"Ferrolterra,""Noites"",""Todas"",2022,""2022"",490452,""490.452"""
"Lugo e a Terra Ch‡,""Noites"",""Todas"",2022,""2022"",588445,""588.445"""
"Manzaneda - Trevinca,""Noites"",""Todas"",2022,""2022"",45809,""45.809"""
"Mari–a Lucense,""Noites"",""Todas"",2022,""2022"",471063,""471.063"""
"O Ribeiro,""Noites"",""Todas"",2022,""2022"",123359,""123.359"""
"R’a de Arousa,""Noites"",""Todas"",2022,""2022"",2082635,""2.082.635"""
"R’a de Muros e Noia,""Noites"",""Todas"",2022,""2022"",122820,""122.820"""
"R’a de Vigo e Baixo Mi–o,""Noites"",""Todas"",2022,""2022"",1786663,""1.786.663"""
"R’a e Terras de Pontevedra,""Noites"",""Todas"",2022,""2022"",716157,""716.157"""
"Ribeira Sacra,""Noites"",""Todas"",2022,""2022"",326321,""326.321"""
"Terras de Ourense e Allariz,""Noites"",""Todas"",2022,""2022"",373817,""373.817"""
"Terras de Santiago,""Noites"",""Todas"",2022,""2022"",2135457,""2.135.457"""
"Ver’n - Viana,""Noites"",""Todas"",2022,""2022"",58732,""58.732"""
"Galicia,""Indicador ‡rea"",""Todas"",2022,""2022"",383,""383"""
"A Coru–a e As Mari–as,""Indicador ‡rea"",""Todas"",2022,""2022"",1386,""1.386"""
"Ancares - Courel,""Indicador ‡rea"",""Todas"",2022,""2022"",38,""38"""
"Celanova - Limia,""Indicador ‡rea"",""Todas"",2022,""2022"",30,""30"""
"Costa da Morte,""Indicador ‡rea"",""Todas"",2022,""2022"",257,""257"""
"Deza - Tabeir—s,""Indicador ‡rea"",""Todas"",2022,""2022"",73,""73"""
"Ferrolterra,""Indicador ‡rea"",""Todas"",2022,""2022"",309,""309"""
"Lugo e a Terra Ch‡,""Indicador ‡rea"",""Todas"",2022,""2022"",139,""139"""
"Manzaneda - Trevinca,""Indicador ‡rea"",""Todas"",2022,""2022"",33,""33"""
"Mari–a Lucense,""Indicador ‡rea"",""Todas"",2022,""2022"",338,""338"""
"O Ribeiro,""Indicador ‡rea"",""Todas"",2022,""2022"",122,""122"""
"R’a de Arousa,""Indicador ‡rea"",""Todas"",2022,""2022"",3308,""3.308"""
"R’a de Muros e Noia,""Indicador ‡rea"",""Todas"",2022,""2022"",306,""306"""
"R’a de Vigo e Baixo Mi–o,""Indicador ‡rea"",""Todas"",2022,""2022"",1109,""1.109"""
"R’a e Terras de Pontevedra,""Indicador ‡rea"",""Todas"",2022,""2022"",679,""679"""
"Ribeira Sacra,""Indicador ‡rea"",""Todas"",2022,""2022"",128,""128"""
"Terras de Ourense e Allariz,""Indicador ‡rea"",""Todas"",2022,""2022"",469,""469"""
"Terras de Santiago,""Indicador ‡rea"",""Todas"",2022,""2022"",705,""705"""
"Ver’n - Viana,""Indicador ‡rea"",""Todas"",2022,""2022"",34,""34"""
"Galicia,""Indicador Costa"",""Todas"",2022,""2022"",4472,""4.472"""
"A Coru–a e As Mari–as,""Indicador Costa"",""Todas"",2022,""2022"",6766,""6.766"""
"Ancares - Courel,""Indicador Costa"",""Todas"",2022,""2022"",,""-"""
"Celanova - Limia,""Indicador Costa"",""Todas"",2022,""2022"",,""-"""
"Costa da Morte,""Indicador Costa"",""Todas"",2022,""2022"",969,""969"""
"Deza - Tabeir—s,""Indicador Costa"",""Todas"",2022,""2022"",,""-"""
"Ferrolterra,""Indicador Costa"",""Todas"",2022,""2022"",1025,""1.025"""
"Lugo e a Terra Ch‡,""Indicador Costa"",""Todas"",2022,""2022"",,""-"""
"Manzaneda - Trevinca,""Indicador Costa"",""Todas"",2022,""2022"",,""-"""
"Mari–a Lucense,""Indicador Costa"",""Todas"",2022,""2022"",1796,""1.796"""
"O Ribeiro,""Indicador Costa"",""Todas"",2022,""2022"",,""-"""
"R’a de Arousa,""Indicador Costa"",""Todas"",2022,""2022"",4205,""4.205"""
"R’a de Muros e Noia,""Indicador Costa"",""Todas"",2022,""2022"",858,""858"""
"R’a de Vigo e Baixo Mi–o,""Indicador Costa"",""Todas"",2022,""2022"",6102,""6.102"""
"R’a e Terras de Pontevedra,""Indicador Costa"",""Todas"",2022,""2022"",3441,""3.441"""
"Ribeira Sacra,""Indicador Costa"",""Todas"",2022,""2022"",,""-"""
"Terras de Ourense e Allariz,""Indicador Costa"",""Todas"",2022,""2022"",,""-"""
"Terras de Santiago,""Indicador Costa"",""Todas"",2022,""2022"",,""-"""
"Ver’n - Viana,""Indicador Costa"",""Todas"",2022,""2022"",,""-"""
"Galicia,""Indicador Poboaci—n (1)"",""Todas"",2022,""2022"",1.15,""1,15"""
"A Coru–a e As Mari–as,""Indicador Poboaci—n (1)"",""Todas"",2022,""2022"",0.81,""0,81"""
"Ancares - Courel,""Indicador Poboaci—n (1)"",""Todas"",2022,""2022"",1.41,""1,41"""
"Celanova - Limia,""Indicador Poboaci—n (1)"",""Todas"",2022,""2022"",0.36,""0,36"""
"Costa da Morte,""Indicador Poboaci—n (1)"",""Todas"",2022,""2022"",1.08,""1,08"""
"Deza - Tabeir—s,""Indicador Poboaci—n (1)"",""Todas"",2022,""2022"",0.47,""0,47"""
"Ferrolterra,""Indicador Poboaci—n (1)"",""Todas"",2022,""2022"",0.72,""0,72"""
"Lugo e a Terra Ch‡,""Indicador Poboaci—n (1)"",""Todas"",2022,""2022"",0.86,""0,86"""
"Manzaneda - Trevinca,""Indicador Poboaci—n (1)"",""Todas"",2022,""2022"",0.43,""0,43"""
"Mari–a Lucense,""Indicador Poboaci—n (1)"",""Todas"",2022,""2022"",1.84,""1,84"""
"O Ribeiro,""Indicador Poboaci—n (1)"",""Todas"",2022,""2022"",0.76,""0,76"""
"R’a de Arousa,""Indicador Poboaci—n (1)"",""Todas"",2022,""2022"",2.99,""2,99"""
"R’a de Muros e Noia,""Indicador Poboaci—n (1)"",""Todas"",2022,""2022"",0.83,""0,83"""
"R’a de Vigo e Baixo Mi–o,""Indicador Poboaci—n (1)"",""Todas"",2022,""2022"",0.92,""0,92"""
"R’a e Terras de Pontevedra,""Indicador Poboaci—n (1)"",""Todas"",2022,""2022"",0.86,""0,86"""
"Ribeira Sacra,""Indicador Poboaci—n (1)"",""Todas"",2022,""2022"",1.55,""1,55"""
"Terras de Ourense e Allariz,""Indicador Poboaci—n (1)"",""Todas"",2022,""2022"",0.67,""0,67"""
"Terras de Santiago,""Indicador Poboaci—n (1)"",""Todas"",2022,""2022"",2.14,""2,14"""
"Ver’n - Viana,""Indicador Poboaci—n (1)"",""Todas"",2022,""2022"",0.54,""0,54"""
"Galicia,""Indicador Poboaci—n (2)"",""Todas"",2022,""2022"",4.19,""4,19"""
"A Coru–a e As Mari–as,""Indicador Poboaci—n (2)"",""Todas"",2022,""2022"",2.95,""2,95"""
"Ancares - Courel,""Indicador Poboaci—n (2)"",""Todas"",2022,""2022"",5.16,""5,16"""
"Celanova - Limia,""Indicador Poboaci—n (2)"",""Todas"",2022,""2022"",1.33,""1,33"""
"Costa da Morte,""Indicador Poboaci—n (2)"",""Todas"",2022,""2022"",3.96,""3,96"""
"Deza - Tabeir—s,""Indicador Poboaci—n (2)"",""Todas"",2022,""2022"",1.71,""1,71"""
"Ferrolterra,""Indicador Poboaci—n (2)"",""Todas"",2022,""2022"",2.62,""2,62"""
"Lugo e a Terra Ch‡,""Indicador Poboaci—n (2)"",""Todas"",2022,""2022"",3.12,""3,12"""
"Manzaneda - Trevinca,""Indicador Poboaci—n (2)"",""Todas"",2022,""2022"",1.58,""1,58"""
"Mari–a Lucense,""Indicador Poboaci—n (2)"",""Todas"",2022,""2022"",6.71,""6,71"""
"O Ribeiro,""Indicador Poboaci—n (2)"",""Todas"",2022,""2022"",2.78,""2,78"""
"R’a de Arousa,""Indicador Poboaci—n (2)"",""Todas"",2022,""2022"",10.92,""10,92"""
"R’a de Muros e Noia,""Indicador Poboaci—n (2)"",""Todas"",2022,""2022"",3.03,""3,03"""
"R’a de Vigo e Baixo Mi–o,""Indicador Poboaci—n (2)"",""Todas"",2022,""2022"",3.36,""3,36"""
"R’a e Terras de Pontevedra,""Indicador Poboaci—n (2)"",""Todas"",2022,""2022"",3.14,""3,14"""
"Ribeira Sacra,""Indicador Poboaci—n (2)"",""Todas"",2022,""2022"",5.67,""5,67"""
"Terras de Ourense e Allariz,""Indicador Poboaci—n (2)"",""Todas"",2022,""2022"",2.46,""2,46"""
"Terras de Santiago,""Indicador Poboaci—n (2)"",""Todas"",2022,""2022"",7.82,""7,82"""
"Ver’n - Viana,""Indicador Poboaci—n (2)"",""Todas"",2022,""2022"",1.95,""1,95"""
"Galicia,""Indicador Estacional (1)"",""Todas"",2022,""2022"",37.4,""37,4"""
"A Coru–a e As Mari–as,""Indicador Estacional (1)"",""Todas"",2022,""2022"",31.2,""31,2"""
"Ancares - Courel,""Indicador Estacional (1)"",""Todas"",2022,""2022"",33.6,""33,6"""
"Celanova - Limia,""Indicador Estacional (1)"",""Todas"",2022,""2022"",34.7,""34,7"""
"Costa da Morte,""Indicador Estacional (1)"",""Todas"",2022,""2022"",46.1,""46,1"""
"Deza - Tabeir—s,""Indicador Estacional (1)"",""Todas"",2022,""2022"",35.5,""35,5"""
"Ferrolterra,""Indicador Estacional (1)"",""Todas"",2022,""2022"",45.0,""45,0"""
"Lugo e a Terra Ch‡,""Indicador Estacional (1)"",""Todas"",2022,""2022"",26.9,""26,9"""
"Manzaneda - Trevinca,""Indicador Estacional (1)"",""Todas"",2022,""2022"",28.3,""28,3"""
"Mari–a Lucense,""Indicador Estacional (1)"",""Todas"",2022,""2022"",48.5,""48,5"""
"O Ribeiro,""Indicador Estacional (1)"",""Todas"",2022,""2022"",26.6,""26,6"""
"R’a de Arousa,""Indicador Estacional (1)"",""Todas"",2022,""2022"",55.6,""55,6"""
"R’a de Muros e Noia,""Indicador Estacional (1)"",""Todas"",2022,""2022"",75.9,""75,9"""
"R’a de Vigo e Baixo Mi–o,""Indicador Estacional (1)"",""Todas"",2022,""2022"",31.9,""31,9"""
"R’a e Terras de Pontevedra,""Indicador Estacional (1)"",""Todas"",2022,""2022"",39.1,""39,1"""
"Ribeira Sacra,""Indicador Estacional (1)"",""Todas"",2022,""2022"",30.3,""30,3"""
"Terras de Ourense e Allariz,""Indicador Estacional (1)"",""Todas"",2022,""2022"",23.3,""23,3"""
"Terras de Santiago,""Indicador Estacional (1)"",""Todas"",2022,""2022"",26.8,""26,8"""
"Ver’n - Viana,""Indicador Estacional (1)"",""Todas"",2022,""2022"",28.9,""28,9"""
"Galicia,""Indicador Estacional (2)"",""Todas"",2022,""2022"",8.5,""8,5"""
"A Coru–a e As Mari–as,""Indicador Estacional (2)"",""Todas"",2022,""2022"",-6.2,""-6,2"""
"Ancares - Courel,""Indicador Estacional (2)"",""Todas"",2022,""2022"",2.4,""2,4"""
"Celanova - Limia,""Indicador Estacional (2)"",""Todas"",2022,""2022"",1.1,""1,1"""
"Costa da Morte,""Indicador Estacional (2)"",""Todas"",2022,""2022"",11.4,""11,4"""
"Deza - Tabeir—s,""Indicador Estacional (2)"",""Todas"",2022,""2022"",-10.6,""-10,6"""
"Ferrolterra,""Indicador Estacional (2)"",""Todas"",2022,""2022"",9.5,""9,5"""
"Lugo e a Terra Ch‡,""Indicador Estacional (2)"",""Todas"",2022,""2022"",-18.1,""-18,1"""
"Manzaneda - Trevinca,""Indicador Estacional (2)"",""Todas"",2022,""2022"",1.4,""1,4"""
"Mari–a Lucense,""Indicador Estacional (2)"",""Todas"",2022,""2022"",20.2,""20,2"""
"O Ribeiro,""Indicador Estacional (2)"",""Todas"",2022,""2022"",-21.9,""-21,9"""
"R’a de Arousa,""Indicador Estacional (2)"",""Todas"",2022,""2022"",29.0,""29,0"""
"R’a de Muros e Noia,""Indicador Estacional (2)"",""Todas"",2022,""2022"",20.3,""20,3"""
"R’a de Vigo e Baixo Mi–o,""Indicador Estacional (2)"",""Todas"",2022,""2022"",-44.0,""-44,0"""
"R’a e Terras de Pontevedra,""Indicador Estacional (2)"",""Todas"",2022,""2022"",7.2,""7,2"""
"Ribeira Sacra,""Indicador Estacional (2)"",""Todas"",2022,""2022"",-8.8,""-8,8"""
"Terras de Ourense e Allariz,""Indicador Estacional (2)"",""Todas"",2022,""2022"",-7.0,""-7,0"""
"Terras de Santiago,""Indicador Estacional (2)"",""Todas"",2022,""2022"",3.5,""3,5"""
"Ver’n - Viana,""Indicador Estacional (2)"",""Todas"",2022,""2022"",2.1,""2,1"""
"Galicia,""Noites"",""F—ra de Galicia"",2022,""2022"",8153830,""8.153.830"""
"A Coru–a e As Mari–as,""Noites"",""F—ra de Galicia"",2022,""2022"",948730,""948.730"""
"Ancares - Courel,""Noites"",""F—ra de Galicia"",2022,""2022"",55868,""55.868"""
"Celanova - Limia,""Noites"",""F—ra de Galicia"",2022,""2022"",24715,""24.715"""
"Costa da Morte,""Noites"",""F—ra de Galicia"",2022,""2022"",307314,""307.314"""
"Deza - Tabeir—s,""Noites"",""F—ra de Galicia"",2022,""2022"",53290,""53.290"""
"Ferrolterra,""Noites"",""F—ra de Galicia"",2022,""2022"",337338,""337.338"""
"Lugo e a Terra Ch‡,""Noites"",""F—ra de Galicia"",2022,""2022"",448144,""448.144"""
"Manzaneda - Trevinca,""Noites"",""F—ra de Galicia"",2022,""2022"",19283,""19.283"""
"Mari–a Lucense,""Noites"",""F—ra de Galicia"",2022,""2022"",335050,""335.050"""
"O Ribeiro,""Noites"",""F—ra de Galicia"",2022,""2022"",48862,""48.862"""
"R’a de Arousa,""Noites"",""F—ra de Galicia"",2022,""2022"",1401734,""1.401.734"""
"R’a de Muros e Noia,""Noites"",""F—ra de Galicia"",2022,""2022"",54287,""54.287"""
"R’a de Vigo e Baixo Mi–o,""Noites"",""F—ra de Galicia"",2022,""2022"",1219129,""1.219.129"""
"R’a e Terras de Pontevedra,""Noites"",""F—ra de Galicia"",2022,""2022"",505594,""505.594"""
"Ribeira Sacra,""Noites"",""F—ra de Galicia"",2022,""2022"",229351,""229.351"""
"Terras de Ourense e Allariz,""Noites"",""F—ra de Galicia"",2022,""2022"",219685,""219.685"""
"Terras de Santiago,""Noites"",""F—ra de Galicia"",2022,""2022"",1907529,""1.907.529"""
"Ver’n - Viana,""Noites"",""F—ra de Galicia"",2022,""2022"",37929,""37.929"""
"Galicia,""Indicador ‡rea"",""F—ra de Galicia"",2022,""2022"",276,""276"""
"A Coru–a e As Mari–as,""Indicador ‡rea"",""F—ra de Galicia"",2022,""2022"",1008,""1.008"""
"Ancares - Courel,""Indicador ‡rea"",""F—ra de Galicia"",2022,""2022"",26,""26"""
