"Column1","Area","Units","Country","2022","2021","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","Latin species name","English","Spanish","French"
"THS","27.9.a","TLW","ES","0.14","1.07","1.32","0.5","0.39","0.33","0.75","0.32","0.35","0.96","0","0","0","0","0","0","0","Microchirus spp","Thickback soles nei","Golletas nep","Soles-perdix nca"
"TIG","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0","0.13","0","0","0","0","0","0.01","0","Galeocerdo cuvier","Tiger shark","Tintorera tigre","Requin tigre commun"
"TIG","27.9.a","TLW","ES","0","0","0.03","0","0","0","0","0.02","0","0.14","0","0","0.01","0","0","1.2","3.2","Galeocerdo cuvier","Tiger shark","Tintorera tigre","Requin tigre commun"
"TJX","27.8.c","TLW","ES","5.92","0.71","0.89","0","0","0","0","0","0.08","0","0","0","0","0","0","0","0","Trachyscorpia cristulata","Atlantic thornyhead",NA,NA
"TJX","27.9.a","TLW","ES","0.15","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Trachyscorpia cristulata","Atlantic thornyhead",NA,NA
"TOD","27.8.c","TLW","ES","0.01","0.03","0","0","0","0","0","0","0","0","0","0","0","0.01","0","0","0","Torpedinidae","Electric rays nei","Tremielgas, torpedos nep","Torpilles, raies électriq. nca"
"TOD","27.9.a","TLW","ES","0.95","0.99","0.99","1.58","2.82","0.48","0.12","0.59","0.88","1.65","10.2","28.07","26","25.7","23","19.7","21.1","Torpedinidae","Electric rays nei","Tremielgas, torpedos nep","Torpilles, raies électriq. nca"
"TOE","27.8.c","TLW","ES","0","0","0","0","0","0","0.01","0","0","0","0","0","0","0","0","0","0","Torpedo spp","Torpedo rays","Tremolinas","Torpilles"
"TOE","27.9.a","TLW","ES","0.01","0.2","0.75","1.55","8.86","10.84","8.08","9.08","8.28","3.59","0","0","0","0","0","0","0","Torpedo spp","Torpedo rays","Tremolinas","Torpilles"
"TOZ","27.8.c","TLW","ES","0.07","0.1","0.44","0","0.13","0","0","0","0","0","0","0","0","0","0","0","0","Trachinus vipera","Lesser weever",NA,NA
"TQF","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","2.94","0.03","0","0","0","0","0","0","0","Atrina fragilis","Brittle pen shell","Alabarda","Jambonneau fragile"
"TRA","27.8.c","TLW","ES","0.11","3.02","2.01","1.6","0.12","1.32","1.96","1.48","0.07","0.6","0","0","0","0","0","0","0","Trachinidae","Weeverfishes nei","Arañas, escorpiones nep","Vives, etc. nca"
"TRA","27.9.a","TLW","ES","0.24","5.27","8.88","20.32","7.47","15.89","34.06","51.57","32.77","64.53","0","0","0","0","0","0","0","Trachinidae","Weeverfishes nei","Arañas, escorpiones nep","Vives, etc. nca"
"TRC","27.8.c","TLW","ES","0.01","0.38","0.17","0.55","1","0.55","0.35","0.16","0","0.19","0.98","1.32","7","1.7","2","1.1","2.5","Trachichthyidae","Slimeheads nei","Relojes nep","Poissons-montres nca"
"TRC","27.9.a","TLW","ES","0","0.2","0.02","0.01","0.01","0.01","0.06","0.02","0","0","0.27","0.21","0.6","0","0.01","0.2","0","Trachichthyidae","Slimeheads nei","Relojes nep","Poissons-montres nca"
"TRE","27.9.a","TLW","ES","0","0","0","0","0","0","0.08","0.03","0","0.45","0","0","0","0","0","0","0","Caranx spp","Jacks, crevalles nei","Jureles, pámpanos nep","Chinchards, carangues nca"
"TRG","27.8.c","TLW","ES","5.22","2.94","3.6","3.53","0.67","1.9","0.54","0.42","0.17","0.17","0","0","0","0","0","0","0","Balistes carolinensis","Grey triggerfish","Pejepuerco blanco","Baliste cabri"
"TRG","27.9.a","TLW","ES","34.14","22.5","25.51","19.97","15.69","19.91","15.79","16.08","25.16","16.59","0","0","0","0","0","0","0","Balistes carolinensis","Grey triggerfish","Pejepuerco blanco","Baliste cabri"
"TRI","27.8.c","TLW","ES","0","0.01","0.02","0.11","0.07","0.09","0.04","0.32","0.08","0.41","0.28","0.36","7.8","3.1","0.01","0.01","0.2","Balistidae","Triggerfishes, durgons nei","Peces-ballesta nep","Balistes nca"
"TRI","27.9.a","TLW","ES","0.03","0.66","0.59","1.3","0.9","0.73","0.26","0.91","1.53","2.09","11.93","35.41","42","38.1","23","21.8","6.5","Balistidae","Triggerfishes, durgons nei","Peces-ballesta nep","Balistes nca"
"TRK","27.8.c","TLW","ES","0","0","0","0.04","0.92","0.02","0.02","0","0","0","0","0","0","0","0","0","0","Triakidae","Houndsharks,smoothhounds nei","Cazones,tollos nep","Émissoles,requins-hâ nca"
"TRK","27.9.a","TLW","ES","0","0.96","0.56","0.05","0.27","1.5","1.34","1.61","1.09","0.25","0","0","0","0","0","0","0","Triakidae","Houndsharks,smoothhounds nei","Cazones,tollos nep","Émissoles,requins-hâ nca"
"TRP","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0","Trachipterus spp","Dealfishes",NA,NA
"TRP","27.9.a","TLW","ES","0.16","0.22","0.09","0","0","0.09","0","0.02","0","0","0","0","0","0","0","0","0","Trachipterus spp","Dealfishes",NA,NA
"TRS","27.8.c","TLW","ES","0.01","0","0","0","0","0.01","0","0.03","0","0.01","0.01","0.03","0.01","0.01","0.01","0.01","0","Salmo trutta","Sea trout","Trucha marina","Truite de mer"
"TRS","27.9.a","TLW","ES","0","0","0.02","0.21","0.18","0.01","0.31","0.01","0.06","0","0","0","0.01","0.01","0.01","0.01","0.1","Salmo trutta","Sea trout","Trucha marina","Truite de mer"
"TRZ","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","Pseudocaranx dentex","White trevally","Jurel dentón","Carangue dentue"
"TSD","27.8.c","TLW","ES","25.37","34.29","21.22","67.46","63.16","161.47","225.81","198.26","248.31","203.95","0","0","0","0","0","0","0","Alosa fallax","Twaite shad","Saboga(=Alosa)","Alose feinte"
"TSD","27.9.a","TLW","ES","41.47","4.81","6.77","74.16","6.79","14.16","27.27","11.17","34.49","16.71","0","0","0","0","0","0","0","Alosa fallax","Twaite shad","Saboga(=Alosa)","Alose feinte"
"TSU","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0","0.01","0","0","0","0","0","0","0","Trachyrincus scabrus","Roughsnout grenadier",NA,NA
"TTO","27.9.a","TLW","ES","0","0","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","Torpedo nobiliana","Electric ray","Tremolina negra","Torpille noire"
"TTR","27.9.a","TLW","ES","29.4","21.64","22.16","19.65","8.57","12.73","10.76","6.85","6.54","5.52","0","0","0","0","0","0","0","Torpedo marmorata","Marbled electric ray","Tremolina mármol","Torpille marbrée"
"TTV","27.9.a","TLW","ES","0.03","0.02","0.04","0.06","0.09","0","0","0","0","0","0","0","0","0","0","0","0","Torpedo torpedo","Common torpedo","Tremolina","Torpille ocellée"
"TUN","27.8.c","TLW","ES","0","0.1","0.03","0.16","12.73","0.02","0","68.18","70.31","40.4","0.35","158.1","0.6","1.3","1","0.2","627.9","Thunnini","Tunas nei","Atunes nep","Thonidés nca"
"TUN","27.9.a","TLW","ES","0.24","0.88","0.96","1.28","1.13","0.38","36.06","4.09","3.24","1.35","0.01","4.98","0.7","0.01","23","45.2","2422","Thunnini","Tunas nei","Atunes nep","Thonidés nca"
"TUR","27.8.c","TLW","ES","30.3","29.03","29.03","33.16","29.34","25.6","34","29.43","22.28","26.16","20.33","16.32","16.9","19.9","13","11.2","13","Psetta maxima","Turbot","Rodaballo","Turbot"
"TUR","27.9.a","TLW","ES","32.33","28.67","25.24","26.37","22.48","18.22","17.8","14.81","12.27","18.25","16.76","22.37","28.4","15","30","21.3","23.7","Psetta maxima","Turbot","Rodaballo","Turbot"
"TUS","27.8.c","TLW","ES","0","0","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","Thunnus spp","True tunas nei","Atunes verdaderos nep","Thons Thunnus nca"
"TUS","27.9.a","TLW","ES","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Thunnus spp","True tunas nei","Atunes verdaderos nep","Thons Thunnus nca"
"TUX","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","Scombroidei","Tuna-like fishes nei","Peces parec. a los atunes nep","Poissons type thon nca"
"TUX","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0","Scombroidei","Tuna-like fishes nei","Peces parec. a los atunes nep","Poissons type thon nca"
"TVY","27.9.a","TLW","ES","0","0","0","0","0","0.06","0","0.07","0.01","0.14","0","0","0","0","0","0","0","Cataetyx laticeps",NA,"Picuca",NA
"TZY","27.8.c","TLW","ES","0","0.18","0.06","0.02","0.14","0.01","0","0","0","0","0","0","0","0","0","0","0","Trachyscorpia echinata","Spiny scorpionfish","Rascacio espinoso","Rascasse épineuse"
"TZY","27.9.a","TLW","ES","0","0","0","0.02","0","0.08","0.17","0.12","0.06","0","0","0","0","0","0","0","0","Trachyscorpia echinata","Spiny scorpionfish","Rascacio espinoso","Rascasse épineuse"
"UBS","27.8.c","TLW","ES","0.1","0.45","0.71","0.02","0","0.03","0","0.03","0.16","0.01","0","0","0","0","0","0","0","Umbrina spp","Drums nei","Verrugatos nep","Ombrines nca"
"UBS","27.9.a","TLW","ES","0","0","0.03","0","0.02","0.02","0.02","0","0.02","0","0","0","0","0","0","0","0","Umbrina spp","Drums nei","Verrugatos nep","Ombrines nca"
"UCA","27.8.c","TLW","ES","5.18","3.63","3.99","0.17","0.16","0.25","0.13","0.16","0","0","0","0","0","0","0","0","0","Umbrina canariensis","Canary drum(=Baardman)","Verrugato de Canarias","Ombrine bronze"
"UCA","27.9.a","TLW","ES","26.3","28.01","38.05","33.06","32.36","28.99","25.81","24.95","12.87","6.54","0","0","0","0","0","0","0","Umbrina canariensis","Canary drum(=Baardman)","Verrugato de Canarias","Ombrine bronze"
"UCG","27.9.a","TLW","ES","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Uca tangeri","West african fiddler crab","Violinista africano","Gelasime africain"
"UDP","27.8.c","TLW","ES","0","0.04","76.52","0","0.3","0","0","0","0","0","0","0","0","0","0","0","0","Undaria pinnatifida","Wakame","Abeto marino","Wakamé"
"UDP","27.9.a","TLW","ES","373.85","197.94","161.44","209.53","201.27","151.13","107.75","224.75","14.26","61.4","0","0","0","0","0","0","0","Undaria pinnatifida","Wakame","Abeto marino","Wakamé"
"UDV","27.9.a","TLW","ES","0","0","0.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Pseudamussium clavatum","Club scallop","Pie de nutria","Peigne pied-de-loutre"
"ULO","27.8.c","TLW","ES","0.89","2.24","2.87","2.04","0.64","1.66","0.52","1.68","0.43","1.24","0","0","0","0","0","0","0","Spisula solida","Solid surf clam",NA,"Spisule épaisse"
"ULO","27.9.a","TLW","ES","494.9","621.76","16.18","11.97","4.59","2.71","4.07","2.19","0.88","2.98","0","0","0","0","0","0","0","Spisula solida","Solid surf clam",NA,"Spisule épaisse"
"URM","27.8.c","TLW","ES","154.44","137.98","111.19","120.87","86.19","133.13","155.17","149.04","133.19","153.22","0","0","0","0","0","0","0","Paracentrotus lividus","Stony sea urchin","Erizo de mar","Oursin-pierre"
"URM","27.9.a","TLW","ES","448.84","475.04","407.99","515.33","499.67","605.18","542.01","484.83","385.97","413.22","0","0","0","0","0","0","0","Paracentrotus lividus","Stony sea urchin","Erizo de mar","Oursin-pierre"
"URS","27.8.c","TLW","ES","0.04","0.08","0.03","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","Echinus esculentus","European edible sea urchin","Erizo europeo","Oursin d'Europe"
"URS","27.9.a","TLW","ES","0.01","0","0","0.04","0","0","0","0","0","0","0","0","0","0","0","0","0","Echinus esculentus","European edible sea urchin","Erizo europeo","Oursin d'Europe"
"URX","27.8.c","TLW","ES","0.01","0.02","0.16","0.01","0.08","0.57","0","0.68","0.85","0","231.19","247.97","200.7","111.9","215","189","237.3","Echinoidea","Sea urchins, etc. nei","Erizos, etc. nep","Oursins, etc. nca"
"URX","27.9.a","TLW","ES","0","0.04","0.02","0.02","0.03","0.01","0.07","0.01","0.03","0.06","478.01","479.18","476.6","323.7","400","341.6","234.1","Echinoidea","Sea urchins, etc. nei","Erizos, etc. nep","Oursins, etc. nca"
"USB","27.8.c","TLW","ES","99.04","93.87","98.18","99.63","98.41","98.27","106.08","93.88","97.42","77.59","0","0","0","0","0","0","0","Labrus bergylta","Ballan wrasse","Maragota","Vieille commune"
"USB","27.9.a","TLW","ES","173.21","163.46","146.47","187.81","161.16","168.33","167.46","140.79","107.96","125.17","0","0","0","0","0","0","0","Labrus bergylta","Ballan wrasse","Maragota","Vieille commune"
"USI","27.8.c","TLW","ES","5.16","5.44","4.37","5.79","3.6","2.26","2.37","1.44","0.37","0.58","0","0","0","0","0","0","0","Labrus bimaculatus","Cuckoo wrasse","Gallano","Vieille coquette"
"USI","27.9.a","TLW","ES","0.92","1.07","0.41","0.24","0.14","10.52","12.32","8.07","5.35","6.73","0","0","0","0","0","0","0","Labrus bimaculatus","Cuckoo wrasse","Gallano","Vieille coquette"
"USK","27.8.c","TLW","ES","0","0","0","0","0","0.01","0.31","0","0.01","0","0.02","15.09","2.5","0","0","0","0.2","Brosme brosme","Tusk(=Cusk)","Brosmio","Brosme"
"USK","27.9.a","TLW","ES","0","0","0","0","0","0.01","0.01","0.08","0.07","0.09","0","1.97","0","0","0.01","0","0","Brosme brosme","Tusk(=Cusk)","Brosmio","Brosme"
"UUC","27.8.c","TLW","ES","0","0.01","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Uranoscopus scaber","Stargazer","Rata","Uranoscope"
"UUC","27.9.a","TLW","ES","1","0.71","0.77","0.53","0.92","1.11","1.26","0.11","0.04","0.21","0","0","0","0","0","0","0","Uranoscopus scaber","Stargazer","Rata","Uranoscope"
"UYH","27.8.c","TLW","ES","0","0","0.21","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA
"VAD","27.8.c","TLW","ES","1.13","0.57","0.9","0.17","0.37","0.52","0.17","0.41","0.24","0.04","0","0","0","0","0","0","0","Campogramma glaycos","Vadigo","Lirio","Liche lirio"
"VAD","27.9.a","TLW","ES","0.37","0.02","0.14","0.31","0.01","0.98","1.12","1.2","1.59","0.45","0","0","0","0","0","0","0","Campogramma glaycos","Vadigo","Lirio","Liche lirio"
"VEV","27.8.c","TLW","ES","20.47","21.28","9.58","27.46","26.97","47.98","66.53","38.29","25.95","39.88","0","0","0","0","0","0","0","Venus verrucosa","Warty venus","Escupina grabada","Praire commune"
"VEV","27.9.a","TLW","ES","45.26","51.47","40.89","44.26","46.23","37.79","34.62","28.56","42.17","35.54","0","0","0","0","0","0","0","Venus verrucosa","Warty venus","Escupina grabada","Praire commune"
"VLA","27.9.a","TLW","ES","0","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA
"VLO","27.8.c","TLW","ES","0","0.84","1.02","0.52","0.2","0.06","0.08","0.07","0.09","0","0","0","0","0","0","0","0","Palinuridae","Spiny lobsters nei","Langostas diversas nep","Langoustes diverses nca"
"VMA","27.8.c","TLW","ES","881.96","967.49","3935.99","329.82","1476.02","23654.66","14359.6","13629.99","13646.02","8301.68","0","0","0","0","0","0","0","Scomber colias","Atlantic chub mackerel","Estornino del Atlántico","Maquereau espagnol atlantique"
"VMA","27.9.a","TLW","ES","6569.98","4520.79","7068.36","948.29","3339.35","37748.96","21661.08","24853.07","19949.04","14650.88","0","0","0","0","0","0","0","Scomber colias","Atlantic chub mackerel","Estornino del Atlántico","Maquereau espagnol atlantique"
"VNA","27.8.c","TLW","ES","0","0","0.01","0","0","1.2","0","0","0.02","0","0","0","0","0","0","0","0","Venerupis aurea","Golden carpet shell","Almeja dorada","Palourde jaune"
"VNA","27.9.a","TLW","ES","1.31","1.71","3.06","2.89","6.83","15.46","12.04","9.95","5.6","4.94","0","0","0","0","0","0","0","Venerupis aurea","Golden carpet shell","Almeja dorada","Palourde jaune"
"VNR","27.8.c","TLW","ES","13.45","31.73","19.58","25.85","35.02","58.66","98.79","57.33","29.46","33.35","0","0","0","0","0","0","0","Venerupis rhomboides","Banded carpet shell","Almeja rubia","Palourde rose"
"VNR","27.9.a","TLW","ES","123.86","206.72","235.51","320.45","470.73","493.84","410.57","394.58","398.64","335.99","0","0","0","0","0","0","0","Venerupis rhomboides","Banded carpet shell","Almeja rubia","Palourde rose"
"VSC","27.8.c","TLW","ES","27.73","34.68","21.25","25.43","18.57","2.71","3.26","2.63","4.45","0.07","0","0","0","0","0","0","0","Chlamys varia","Variegated scallop","Zamburiña","Pétoncle"
"VSC","27.9.a","TLW","ES","0.17","8.55","14.53","12.51","19.79","34.52","28.48","21.98","43.35","68.17","0","0","0","0","0","0","0","Chlamys varia","Variegated scallop","Zamburiña","Pétoncle"
"VUC","27.9.a","TLW","ES","228.73","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Venerupis corrugata","Corrugated venus","Margarita arrugada","Clovisse ridée"
"WAH","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0","0","0.01","0","0","0","0","0.01","0","Acanthocybium solandri","Wahoo","Peto","Thazard-bâtard"
"WEG","27.8.c","TLW","ES","24.72","11.18","10","13.09","57.31","36.7","96.97","43.37","40.59","14.97","0.48","1.27","0.1","0.01","1","31.3","52.3","Trachinus draco","Greater weever","Escorpión","Grande vive"
"WEG","27.9.a","TLW","ES","81.47","72.42","84.4","66.86","48.27","11.1","13.63","19.03","4.93","5.95","14.07","18.49","32.2","15","8","0","0","Trachinus draco","Greater weever","Escorpión","Grande vive"
"WEX","27.8.c","TLW","ES","0","0","0","0","0","8.83","1.28","0.94","0","0","0","0","0","0","0","0","0","Trachinus spp","Weevers nei","Arañas nep","Vives nca"
"WEX","27.9.a","TLW","ES","0.07","13.58","22.05","29.55","36.39","32.01","35.98","34.41","12.16","11.26","0","0","0","0","0","0","0","Trachinus spp","Weevers nei","Arañas nep","Vives nca"
"WHB","27.8.c","TLW","ES","14043.2","15698.22","13482.86","15524.29","17580.44","19726.93","16214.8","17141.29","20671.89","11751.49","4625.1","658.9","9090.3","11728.8","14901","21796.7","35864","Micromesistius poutassou","Blue whiting(=Poutassou)","Bacaladilla","Merlan bleu"
"WHB","27.9.a","TLW","ES","10166.35","7712.11","8682.2","5267.9","3610.12","6280.15","6340.68","6770.02","3579.66","2729.19","1369.8","1599.43","2021.6","3369.1","4513","5141","8553.5","Micromesistius poutassou","Blue whiting(=Poutassou)","Bacaladilla","Merlan bleu"
"WHE","27.8.c","TLW","ES","0.04","0","0","0","0","0.18","0.13","0.11","0.14","0.05","0","0","0","0","0.01","0","0","Buccinum undatum","Whelk","Bocina","Buccin"
"WHE","27.9.a","TLW","ES","0.01","0.03","0.01","0.02","0.08","0.04","0","0","0.1","0.02","0.02","1.31","0","0.01","0.01","0.1","1.2","Buccinum undatum","Whelk","Bocina","Buccin"
"WHG","27.8.c","TLW","ES","0","0.01","0","0.01","0.05","0.02","0.01","0.08","0.13","0.04","0.09","0.35","1.8","0.7","0.01","0.1","0.1","Merlangius merlangus","Whiting","Plegonero","Merlan"
"WHG","27.9.a","TLW","ES","0.01","0","0","0","0","0","0","0","0.16","0","0","4.11","1.6","2.6","0.01","0","0","Merlangius merlangus","Whiting","Plegonero","Merlan"
"WHM","27.8.c","TLW","ES","0","0.01","0","0","0.06","0","0.68","59.44","15.17","0.19","2.45","0","0","2.8","0","0","0","Tetrapturus albidus","Atlantic white marlin","Aguja blanca del Atlántico","Makaire blanc de l'Atlantique"
"WHM","27.9.a","TLW","ES","0.06","1.57","0","0","0","0.16","8.99","2.63","2.01","4.46","0.25","4.5","3.5","1.6","0.01","0.4","0","Tetrapturus albidus","Atlantic white marlin","Aguja blanca del Atlántico","Makaire blanc de l'Atlantique"
"WIT","27.8.c","TLW","ES","0","0","0","0","0","0","0","0.01","0.22","0.11","2.57","0.12","9.9","0","0.01","0.4","0.5","Glyptocephalus cynoglossus","Witch flounder","Mendo","Plie cynoglosse"
"WIT","27.9.a","TLW","ES","0","0","0.05","0","0","0","0.15","0","0","0.02","0","0","0","0","0","0","0","Glyptocephalus cynoglossus","Witch flounder","Mendo","Plie cynoglosse"
"WJP","27.9.a","TLW","ES","0","0.01","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA
"WOR","27.8.c","TLW","ES","0.01","0","0","0","0","0","0","0","0","0","0.02","0","0","0","0","0.1","0.1","Polychaeta","Marine worms","Poliquetos","Vers marins"
"WOR","27.9.a","TLW","ES","0","0","0.01","0.13","0","0.01","0","0.01","0","0","0","0","0","0","0","0","0","Polychaeta","Marine worms","Poliquetos","Vers marins"
"WRA","27.8.c","TLW","ES","1.38","2.32","3.79","8.72","15.25","15.39","13.53","16.26","13.67","15.07","114.84","119.12","121.5","122.7","80","75.1","73","Labridae","Wrasses, hogfishes, etc. nei","Lábridos(=Tordos,maragotas)nep","Pourceaux, donzelles, etc. nca"
