"Column1","Area","Units","Country","2022","2021","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","Latin species name","English","Spanish","French"
"SHO","27.9.a","TLW","ES","10.61","9.11","20.64","16.1","23.6","93.34","86.16","62.89","0.27","4.09","0.42","1.41","0.01","11.7","29","35.8","38.8","Galeus melastomus","Blackmouth catshark","Pintarroja bocanegra","Chien espagnol"
"SHQ","27.9.a","TLW","ES","0.01","0","0.01","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","Syngnathus abaster",NA,NA,NA
"SHX","27.8.c","TLW","ES","0","0.01","0.16","0.12","0","0","0","0","0","0.02","0","0.05","0","0.01","0.01","0","0","Squaliformes","Dogfish sharks, etc. nei","Squaliformes nep","Squaliformes nca"
"SHX","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","0","0","0","0","0","4.4","0","2.8","7.3","Squaliformes","Dogfish sharks, etc. nei","Squaliformes nep","Squaliformes nca"
"SIL","27.8.c","TLW","ES","0.59","7.67","9.22","12.26","16.99","14.32","6.18","7.01","4.74","16.83","24.93","15.99","21.6","22.9","27","30.2","28.2","Atherinidae","Silversides(=Sand smelts) nei","Pejerreyes nep","Athérinidés nca"
"SIL","27.9.a","TLW","ES","13.9","26.24","27.99","37.77","55.24","58.2","54.58","38.98","43.25","40.94","32.38","29.87","48.1","37.1","87","48.8","144.3","Atherinidae","Silversides(=Sand smelts) nei","Pejerreyes nep","Athérinidés nca"
"SIX","27.8.c","TLW","ES","0.04","0.16","0.06","0.08","0.03","1.36","0.29","0.08","0.13","0.09","1.36","0.01","0.1","0.01","0.01","0","0","Sardinella spp","Sardinellas nei","Sardinelas nep","Sardinelles nca"
"SIX","27.9.a","TLW","ES","529.44","223.01","87.21","14.35","82.81","353.22","47.72","8.8","1.06","7.67","0.18","0.23","0.1","0.01","0.01","1.1","2.4","Sardinella spp","Sardinellas nei","Sardinelas nep","Sardinelles nca"
"SKA","27.8.c","TLW","ES","81.71","123.31","131.86","221.45","181.11","201.26","172.72","124.88","67.72","91.82","183.38","194.77","146.2","328","134","118.2","89","Raja spp","Raja rays nei","Rayas raja nep","Pocheteaux et raies raja nca"
"SKA","27.9.a","TLW","ES","84.47","113.95","141.7","147.99","187.32","107.51","88.23","61.67","43.22","90.44","129.06","116.18","111.3","232.2","2372","2554.1","2555.6","Raja spp","Raja rays nei","Rayas raja nep","Pocheteaux et raies raja nca"
"SKH","27.8.c","TLW","ES","0.01","0","0.08","0.05","0.01","0.52","1.21","0","2.9","0.28","0","41.45","28.4","63.9","22","23.7","6.5","Selachimorpha(Pleurotremata)","Various sharks nei","Escualos diversos nep","Requins divers nca"
"SKH","27.9.a","TLW","ES","0.01","0.07","0.33","0.92","0.37","2.21","3.78","3.5","0.43","12.28","0.16","7.13","11.3","32.3","0.01","0.01","0.8","Selachimorpha(Pleurotremata)","Various sharks nei","Escualos diversos nep","Requins divers nca"
"SKJ","27.8.c","TLW","ES","1.75","1.53","59.82","9.5","10.35","34.97","87.61","78.09","113.26","150.53","527.58","351.26","105.9","32.5","15","50.5","16.7","Katsuwonus pelamis","Skipjack tuna","Listado","Listao"
"SKJ","27.9.a","TLW","ES","2.8","3.7","11.25","4.14","11.51","24.92","79.74","40.67","17.28","11.29","32.32","33.29","17.2","6.5","7","2.4","6.2","Katsuwonus pelamis","Skipjack tuna","Listado","Listao"
"SKX","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0.02","0.12","0","0","0.01","15.8","36","17.3","10.8","Elasmobranchii","Sharks, rays, skates, etc. nei","Tiburones, rayas, etc. nep","Requins, raies, etc. nca"
"SKX","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","0.01","0","0","0.1","0","0","0","15.8","0","Elasmobranchii","Sharks, rays, skates, etc. nei","Tiburones, rayas, etc. nep","Requins, raies, etc. nca"
"SLI","27.8.c","TLW","ES","2.19","1.95","1.14","1.37","4.36","0.97","1.1","0.11","2.51","0","0","4.68","0","480.8","0","0","0","Molva macrophthalma","Spanish ling","Maruca española","Lingue espagnole"
"SLI","27.9.a","TLW","ES","0.99","0.07","0.03","0.01","0.03","0","0","0.05","0","0","0","0.09","0","46.4","0","0","0","Molva macrophthalma","Spanish ling","Maruca española","Lingue espagnole"
"SLM","27.8.c","TLW","ES","386.81","438.2","235.57","416.31","541.71","449.79","594","694.92","686.12","359.25","294.74","402.73","1040.3","326.7","178","218.5","68.5","Sarpa salpa","Salema","Salema","Saupe"
"SLM","27.9.a","TLW","ES","35.34","21.74","30.02","55.22","40.42","59.71","35.11","13.87","16.46","12.76","13.98","3.42","6.5","4.8","39","38","28.5","Sarpa salpa","Salema","Salema","Saupe"
"SLO","27.8.c","TLW","ES","5.09","3.52","3.04","2.9","3.67","2.2","1.8","1.35","0.65","0.6","0","0","0","0","0","0","0","Palinurus elephas","Common spiny lobster","Langosta común","Langouste rouge"
"SLO","27.9.a","TLW","ES","2.06","2.74","1.59","1.63","0.89","1.65","0.97","1.49","1.06","0.63","0","0","0","0","0","0","0","Palinurus elephas","Common spiny lobster","Langosta común","Langouste rouge"
"SLX","27.8.c","TLW","ES","0.12","0.03","0.07","0.84","4.69","0.03","0","0","0.01","0.06","4.04","2.18","1.3","2.2","0.01","3","0.7","Salmonoidei","Salmonoids nei","Salmonoideos nep","Salmonoidés nca"
"SLX","27.9.a","TLW","ES","0.02","0.43","0.13","0.11","0.25","0.04","0.02","0.18","0.06","3.73","1.42","4.9","2.9","5.1","9","8.5","0.3","Salmonoidei","Salmonoids nei","Salmonoideos nep","Salmonoidés nca"
"SMA","27.8.c","TLW","ES","0.01","0.77","4.24","9.27","3.01","7.3","5.51","25.41","5.78","20.5","7","35.55","137.4","27.2","20","35.3","10.2","Isurus oxyrinchus","Shortfin mako","Marrajo dientuso","Taupe bleue"
"SMA","27.9.a","TLW","ES","0.04","2.65","11.72","8.44","7.92","18.83","22.57","20.04","24.44","24.05","31.8","16.48","18","8.4","11","27.7","4.8","Isurus oxyrinchus","Shortfin mako","Marrajo dientuso","Taupe bleue"
"SMD","27.8.c","TLW","ES","0.02","0.13","1.16","2.7","2.53","2.62","2.97","0.13","0","0","0","0","0","0","0","0","0","Mustelus mustelus","Smooth-hound","Musola","Émissole lisse"
"SMD","27.9.a","TLW","ES","27.86","26.23","19.01","17.54","25.54","23.33","20.02","22.84","17.4","19.25","17.02","48.83","35.6","32.6","26","51.1","32.1","Mustelus mustelus","Smooth-hound","Musola","Émissole lisse"
"SNA","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","0.01","0.03","0","0","0","0","0","0","0","Lutjanus spp","Snappers nei","Pargos tropicales nep","Vivaneaux nca"
"SNQ","27.8.c","TLW","ES","0.2","0.14","0.45","1.33","2.27","6.11","5.69","19.27","3.1","11.23","0","0","0","0","0","0","0","Scorpaena notata","Small red scorpionfish",NA,NA
"SNQ","27.9.a","TLW","ES","55.1","34.52","36.84","51.38","48.19","15.41","3.45","2.84","2.69","3.8","0","0","0","0","0","0","0","Scorpaena notata","Small red scorpionfish",NA,NA
"SNS","27.9.a","TLW","ES","0.05","0.07","0.07","0.32","0.2","0.09","0.4","0.87","0.82","1.85","0","0","0","0","0","0","0","Macroramphosus scolopax","Longspine snipefish","Trompetero","Bécasse de mer"
"SOI","27.8.c","TLW","ES","0.14","0.08","0.05","0.12","0.34","0.16","0.01","0","0","0","0","0","0","0","0","0","0","Solenidae","Razor clams, knife clams nei","Navajas, solénidos nep","Couteaux, etc. nca"
"SOI","27.9.a","TLW","ES","0","0","0","0","0","0.01","0.02","0","0","0.01","0","0","0","0","0","0","0","Solenidae","Razor clams, knife clams nei","Navajas, solénidos nep","Couteaux, etc. nca"
"SOL","27.8.c","TLW","ES","59.83","75.14","84.5","81.47","85.17","95.77","105.39","99.97","81.11","90.39","0","0","0","0","0","0","80.7","Solea solea","Common sole","Lenguado común","Sole commune"
"SOL","27.9.a","TLW","ES","75.36","105.82","114.9","122.87","120.52","137.21","119.02","128.53","143.91","143.75","0","0","0","0","0","0","73.1","Solea solea","Common sole","Lenguado común","Sole commune"
"SOO","27.8.c","TLW","ES","0.09","0.3","0.21","0.55","0.56","1.02","0.97","19.58","16.72","5.14","92.41","59.99","49.1","48","36","30.6","0","Solea spp",NA,NA,NA
"SOO","27.9.a","TLW","ES","35.3","34.44","64.98","42.54","25.79","5.51","5.41","34.33","39.66","17.22","153.33","116.16","152.1","91.4","97","80.4","0","Solea spp",NA,NA,NA
"SOR","27.8.c","TLW","ES","0.03","0.01","0.02","0.01","0.08","0","0","0.01","0.01","0","0","0.06","0","0","0","0","0","Somniosus rostratus","Little sleeper shark","Tollo boreal","Laimargue de la Méditerranée"
"SOR","27.9.a","TLW","ES","0","0.2","0.34","1.09","0.09","0.02","0.07","0.17","0","0.01","0.35","1.09","0.3","0","0","3.4","3.4","Somniosus rostratus","Little sleeper shark","Tollo boreal","Laimargue de la Méditerranée"
"SOS","27.8.c","TLW","ES","10.35","7.55","8.06","7.22","6.29","4.33","4.73","3.17","2.96","2.89","0","0","0","0","0","0","0","Solea lascaris","Sand sole","Lenguado de arena","Sole-pole"
"SOS","27.9.a","TLW","ES","16.41","15.64","17.93","11.6","7.7","9.09","13.13","10.73","14.78","16.55","0","0","0","0","0","0","0","Solea lascaris","Sand sole","Lenguado de arena","Sole-pole"
"SOX","27.8.c","TLW","ES","0.28","1.85","1.32","2.71","4.71","7.19","6.16","13.97","5.71","21.3","0","0","0","0","0","0","35.8","Soleidae","Soles nei","Lenguados nep","Soles nca"
"SOX","27.9.a","TLW","ES","0.01","5.3","6.55","8.24","10.31","20.69","10.45","7.17","12.5","7.28","0","0","0","0","0","0","5.6","Soleidae","Soles nei","Lenguados nep","Soles nca"
"SPL","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0","0.01","0","0","0.1","0","0","0","0","Sphyrna lewini","Scalloped hammerhead","Cornuda común","Requin-marteau halicorne"
"SPL","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","0","0","0.04","0","0","0","0.01","0","0","Sphyrna lewini","Scalloped hammerhead","Cornuda común","Requin-marteau halicorne"
"SPN","27.8.c","TLW","ES","0","2","0","0","0","0","0","0.02","0","0","0","0","0.01","0","0","0","0.1","Sphyrna spp","Hammerhead sharks nei","Cornudas (Peces martillo) nep","Requins marteau nca"
"SPN","27.9.a","TLW","ES","0","0.01","0.48","0.03","0","0","0","0","0.01","0.31","0.01","0.01","0.2","0","2","0.4","0","Sphyrna spp","Hammerhead sharks nei","Cornudas (Peces martillo) nep","Requins marteau nca"
"SPR","27.8.c","TLW","ES","0.03","0.05","0.02","0.01","0.02","0.12","0.02","0","0.08","0","0","0.03","2.3","0.01","0.01","13.2","1.1","Sprattus sprattus","European sprat","Espadín","Sprat"
"SPR","27.9.a","TLW","ES","0.03","0.05","0.06","0.09","0.07","0.04","0.01","0.05","0.01","0.25","0.12","0.23","0.1","0.01","0","0.1","0.3","Sprattus sprattus","European sprat","Espadín","Sprat"
"SPU","27.8.c","TLW","ES","0.06","0.06","0.07","0.6","0.49","0.19","0.34","0.09","0","0","0.05","0","0","0","0","0","0","Dicentrarchus punctatus","Spotted seabass","Baila","Bar tacheté"
"SPU","27.9.a","TLW","ES","6.59","8.24","10.48","10.51","4.74","14.22","22.01","28.85","25.08","13.31","7.85","13.66","17.9","8.5","13","17.2","18.4","Dicentrarchus punctatus","Spotted seabass","Baila","Bar tacheté"
"SPX","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0","0","0","0.02","0.01","0.01","1","0.3","0","Salpidae","Salps",NA,"Salpes"
"SPX","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","0","0.01","0","0","0","0","0","0","0","Salpidae","Salps",NA,"Salpes"
"SPZ","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0","0","0.1","0","0","0","0","0","0","Sphyrna zygaena","Smooth hammerhead","Cornuda cruz(=Pez martillo)","Requin-marteau commun"
"SPZ","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","0.01","0","0","0","0","0.01","0.01","2.5","0","Sphyrna zygaena","Smooth hammerhead","Cornuda cruz(=Pez martillo)","Requin-marteau commun"
"SQC","27.8.c","TLW","ES","3.54","22.98","21.27","31.44","23.59","34.89","38.23","86.47","47.78","214.52","401.82","303.89","222.4","225.5","56","62.1","75.5","Loligo spp","Common squids nei","Calamares Loligo nep","Calmars Loligo nca"
"SQC","27.9.a","TLW","ES","1.84","154.56","148.21","88.3","87.26","89.46","131.12","106.6","43.4","47.76","331.58","274.83","222.8","210.9","595","501.2","415","Loligo spp","Common squids nei","Calamares Loligo nep","Calmars Loligo nca"
"SQE","27.8.c","TLW","ES","91.8","117.37","140.01","112.84","206.37","342.92","471.37","269.66","297.11","926.08","751.36","257.42","116","10.1","14","7.8","15.1","Todarodes sagittatus","European flying squid","Pota europea","Toutenon commun"
"SQE","27.9.a","TLW","ES","9.26","365.79","46.01","58.43","57.96","17.85","72.07","71.18","104.04","258.51","52.28","10.14","4.8","0.8","1","1.3","1.1","Todarodes sagittatus","European flying squid","Pota europea","Toutenon commun"
"SQF","27.8.c","TLW","ES","0","0.24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Loligo forbesi","Veined squid","Calamar veteado","Encornet veiné"
"SQF","27.9.a","TLW","ES","0.22","0","0","0","0","0.02","0","0","0","0","0","0","0","0","0","0","0","Loligo forbesi","Veined squid","Calamar veteado","Encornet veiné"
"SQI","27.8.c","TLW","ES","7588.51","1741.57","429.13","278.82","460.65","644.17","803.32","428.71","1272.27","4083.73","4417.73","1530.71","886","128.3","195","84.5","105.2","Illex illecebrosus","Northern shortfin squid","Pota norteña","Encornet rouge nordique"
"SQI","27.9.a","TLW","ES","2399.34","1804.62","307.74","273.1","400.02","117.15","512.22","247.49","822.99","2571.94","2306.96","401.65","266.9","123.5","165","64.1","60.5","Illex illecebrosus","Northern shortfin squid","Pota norteña","Encornet rouge nordique"
"SQM","27.8.c","TLW","ES","729.55","22.35","8.21","13.7","24.71","27.93","123.03","72.46","77.84","88.95","0","0","0","0","0","0","0","Illex coindetii","Broadtail shortfin squid","Pota voladora","Encornet rouge"
"SQM","27.9.a","TLW","ES","428.68","228.52","32.68","25.93","17.48","8.21","62.95","54.6","8.06","2.2","0","0","0","0","0","0","0","Illex coindetii","Broadtail shortfin squid","Pota voladora","Encornet rouge"
"SQR","27.8.c","TLW","ES","23.73","21.76","18.89","27.05","10.26","23.42","14.86","27.07","31.22","67.93","0","0","0","0","0","0","0","Loligo vulgaris","European squid","Calamar","Encornet"
"SQR","27.9.a","TLW","ES","500.41","307.18","286.48","242.81","239.7","119.13","342.87","208.84","133.67","101.85","0","0","0","0","0","0","0","Loligo vulgaris","European squid","Calamar","Encornet"
"SQU","27.8.c","TLW","ES","2.49","0.44","1.15","2.35","1.98","3.53","3.62","2.86","4.11","14.92","60.03","22.2","42","15.6","28","40.2","61.1","Loliginidae, Ommastrephidae","Various squids nei","Calamares, jibias, potas nep","Calmars, encornets nca"
"SQU","27.9.a","TLW","ES","0.25","0.31","0.09","0.23","2.71","2.34","4.29","3.98","4.3","4.16","5.09","17.55","31.3","46.7","35","32.6","41.4","Loliginidae, Ommastrephidae","Various squids nei","Calamares, jibias, potas nep","Calmars, encornets nca"
"SQY","27.9.a","TLW","ES","0.07","2.41","2.83","3.48","11.04","14.58","11.23","14.12","17.65","24.05","0","0","0","0","0","0","0","Squillidae","Squillids nei","Galeras nep","Squilles nca"
"SQZ","27.8.c","TLW","ES","0","0.02","0.3","0.01","0","0.07","0.22","0.01","0.01","0.71","0","0","0","0","0","0","0","Loliginidae","Inshore squids nei","Calamares de cercano nep","Calmars côtiers nca"
"SQZ","27.9.a","TLW","ES","0.05","0.31","0.98","3.42","11.14","5.48","5.88","9.62","9.71","9.03","0","0","0","0","0","0","0","Loliginidae","Inshore squids nei","Calamares de cercano nep","Calmars côtiers nca"
"SRG","27.8.c","TLW","ES","6.41","11.39","14.56","16.12","20.25","15.12","20.66","19.93","10.5","13.77","76.04","79.88","68.8","43.9","27","55.6","250.5","Diplodus spp","Sargo breams nei","Sargos, raspallones nep","Sars, sparaillons nca"
"SRG","27.9.a","TLW","ES","8.72","11.31","8.94","15.82","33.3","20.26","22.55","19.19","15.32","14.14","37.09","55.02","102.1","95.5","102","85","98.9","Diplodus spp","Sargo breams nei","Sargos, raspallones nep","Sars, sparaillons nca"
"SRJ","27.8.c","TLW","ES","0.76","0","0.03","0.08","0.12","0.11","0","0","0","0.33","0","0","0","0","0","0","0","Serranus hepatus","Brown comber",NA,NA
"SRJ","27.9.a","TLW","ES","0.01","0.03","0.02","0.09","0.01","0.01","0.01","0","0.03","0.01","0","0","0","0","0","0","0","Serranus hepatus","Brown comber",NA,NA
"SRK","27.8.c","TLW","ES","0.22","0.03","0.21","0.31","0.08","0.26","0.17","0.26","0.07","0.05","0","0","0","0","0","0","0","Serranus scriba","Painted comber",NA,NA
"SRK","27.9.a","TLW","ES","4.4","3.42","3.96","3.31","1.5","2.55","3.06","1.41","3.62","2.83","0","0","0","0","0","0","0","Serranus scriba","Painted comber",NA,NA
"SRR","27.8.c","TLW","ES","0","0","0","0","0.02","0","0","0","0","0","0","0.02","0","0","0","0","0","Raja georgiana","Antarctic starry skate","Raya estrellada antártica","Raie étoilée antarctique"
"SRR","27.9.a","TLW","ES","0.03","0","0.13","0","0","0.02","0","0","0","0.03","0","0","0.01","0","0","0","0","Raja georgiana","Antarctic starry skate","Raya estrellada antártica","Raie étoilée antarctique"
"SRX","27.8.c","TLW","ES","7.63","5.71","12.35","17.25","25.07","17.43","27.04","36.74","26.09","70.29","220.15","189.21","158.8","563.1","338","351.5","208.6","Rajiformes","Rays, stingrays, mantas nei","Rayas, pastinacas, mantas nep","Raies, pastenagues, mantes nca"
"SRX","27.9.a","TLW","ES","0.1","1.39","4.91","6.27","8.97","10.58","9.59","17.9","25.22","31.88","46.26","66.94","89.7","48.1","50","56","70.5","Rajiformes","Rays, stingrays, mantas nei","Rayas, pastinacas, mantas nep","Raies, pastenagues, mantes nca"
"SSB","27.8.c","TLW","ES","3.92","13.22","2.66","32.36","1.49","3.53","10.32","5.49","34.53","66.83","31.24","29.02","54.9","83.7","34","49.9","22.3","Lithognathus mormyrus","Sand steenbras","Herrera","Marbré"
"SSB","27.9.a","TLW","ES","22.71","41.61","57.25","51.25","23.03","30.89","45.86","69.98","73.71","61.48","26.91","47.83","80.1","104.6","125","156.5","262.2","Lithognathus mormyrus","Sand steenbras","Herrera","Marbré"
"SSD","27.8.c","TLW","ES","0","0","0","0","0","0","0","0.08","0","0","0","0","0","0","0","0","0","Spisula spp","Surf clams nei",NA,"Spisules nca"
"SSD","27.9.a","TLW","ES","0","0","0","0","0","0","0.02","0","0","0","0","0","0","0","0","0","0","Spisula spp","Surf clams nei",NA,"Spisules nca"
"SSG","27.9.a","TLW","ES","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Microcosmus sulcatus","Grooved sea squirt","Provecho","Violet"
"SSX","27.8.c","TLW","ES","0.09","0","0","0","0","0","0.35","0","0","0","0","0","0","0","0","0","0","Ascidiacea","Sea squirts nei","Ascidias nep","Ascidiens nca"
"SSX","27.9.a","TLW","ES","0","0.01","0","0","0.01","0","0","0.02","0","0.03","0.01","0.11","0","0","0","0","0","Ascidiacea","Sea squirts nei","Ascidias nep","Ascidiens nca"
"STI","27.9.a","TLW","ES","0","0","0","0","0","0.03","0","0.04","0","0","0","0","0","0","0","0","0","Dasyatis spp","Stingrays nei","Pastinacas nep","Pastenagues nca"
"STT","27.8.c","TLW","ES","0.01","0.12","0.07","0.02","0.03","0","0","0","0","0","0","1","0","0","0","0","0","Dasyatidae","Stingrays, butterfly rays nei","Pastinacas, etc. nep","Pastenagues, etc. nca"
"STT","27.9.a","TLW","ES","0.1","0.05","0.07","0.1","0.01","0.01","0.07","0.04","0.02","0","0.36","4.11","0.6","0.01","0.01","0.1","0","Dasyatidae","Stingrays, butterfly rays nei","Pastinacas, etc. nep","Pastenagues, etc. nca"
"STU","27.8.c","TLW","ES","0","0","0","0.01","0","0.59","0","0.02","0","0.02","0.34","0.5","0.1","0.01","0.01","0","0","Acipenseridae","Sturgeons nei","Esturiones nep","Esturgeons nca"
"STU","27.9.a","TLW","ES","0","0.01","0","0","7.76","0","0","0","0","0","0.01","0","0.1","0","0","0.01","0","Acipenseridae","Sturgeons nei","Esturiones nep","Esturgeons nca"
"STW","27.8.c","TLW","ES","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Lithognathus spp","Steenbrasses nei","Herreras nep","Marbrés nca"
"STW","27.9.a","TLW","ES","0","0.07","0.02","0","0.01","0.18","0.57","0.12","0.12","0.38","0","0","0","0","0","0","0","Lithognathus spp","Steenbrasses nei","Herreras nep","Marbrés nca"
"SVE","27.8.c","TLW","ES","0","0.01","0.06","0","0.1","0","0","0","0","0.03","0","0","0","0","0","0","0","Chamelea gallina","Striped venus","Chirla","Petite praire"
"SVE","27.9.a","TLW","ES","1916.84","1176.85","1113.53","2056.74","672.25","985.52","2707.91","4044.23","4052.88","3866.48","2552.43","1137.01","2360.3","3161.9","2967","3519.6","3393.5","Chamelea gallina","Striped venus","Chirla","Petite praire"
"SWA","27.8.c","TLW","ES","229.81","154.82","195.71","253.84","270.85","322.02","288.73","307.62","312.49","305.75","329.71","271.12","235","272.9","118","93.2","123.1","Diplodus sargus","White seabream","Sargo","Sar commun"
"SWA","27.9.a","TLW","ES","317.44","380.35","291.99","415.21","541.17","474.81","397.67","416.14","340.15","377.52","300.14","329.87","353.5","393.5","433","397.4","251","Diplodus sargus","White seabream","Sargo","Sar commun"
"SWB","27.8.c","TLW","ES","79.19","63.62","7.2","56.98","57.12","0","0.02","0","0","0","0","0","0","0","0","0","0","Phaeophyceae","Brown seaweeds","Algas pardas","Algues brunes"
"SWB","27.9.a","TLW","ES","112.91","170.24","64.81","48.39","75.8","0","0","0","0","0","0","0","0","0","0","0","0","Phaeophyceae","Brown seaweeds","Algas pardas","Algues brunes"
"SWG","27.8.c","TLW","ES","0","0","0","0","0","0","0.03","0","0","0","0","0","0","0","0","0","0","Chlorophyceae","Green seaweeds","Algas verdes","Algues vertes"
"SWG","27.9.a","TLW","ES","0.01","0.75","0","0.01","0","39.67","28.15","33.86","14.03","0","0","0","0","0","0","0","0","Chlorophyceae","Green seaweeds","Algas verdes","Algues vertes"
"SWM","27.8.c","TLW","ES","33.35","47.04","2.6","1.45","0.53","2.8","1.26","0","3.2","8.69","38.06","43.15","41.2","42.2","31","32.3","45.9","Portunidae","Swimming crabs, etc. nei","Jaibas, cangrejos etc. nep","Crabes, étrilles nca"
"SWM","27.9.a","TLW","ES","34.07","21.33","14.65","9.23","14.15","21.51","11.62","14.07","16.61","13.5","101.14","104.51","99.3","95.8","94","93","87.5","Portunidae","Swimming crabs, etc. nei","Jaibas, cangrejos etc. nep","Crabes, étrilles nca"
"SWO","27.8.c","TLW","ES","35.81","36.51","39.88","1.31","0.3","1.51","1.99","2.43","3.01","2.65","0.81","2.56","5","1.1","33","14.5","35.1","Xiphias gladius","Swordfish","Pez espada","Espadon"
"SWO","27.9.a","TLW","ES","134.52","92.49","224.97","153.99","69.5","262.97","388.74","434.34","296.18","222.8","199.82","213.02","222.5","127.5","231","200.7","131.6","Xiphias gladius","Swordfish","Pez espada","Espadon"
"SWR","27.8.c","TLW","ES","0.01","4.46","156.51","0.5","13.92","96.73","0","0","0.08","0.01","0","0","0","0","0","0","0","Rhodophyceae","Red seaweeds","Algas rojas","Algues rouges"
"SWR","27.9.a","TLW","ES","6.93","0.01","0.01","1.92","0.01","2.05","0","0","0","0.01","0","0","0","0","0","0","0","Rhodophyceae","Red seaweeds","Algas rojas","Algues rouges"
"SWX","27.8.c","TLW","ES","1759.7","1689.66","1347.92","2357.11","1964.94","2103.12","1533.09","119.6","253.6","568.69","0.9","23.19","13.4","13.3","13","0.1","0","Algae","Seaweeds nei","Algas nep","Algues nca"
"SWX","27.9.a","TLW","ES","4.15","0.15","0.02","0.31","0.07","6.75","0.01","0.05","0.11","1.15","200.94","62.34","35.4","50.8","62","60.9","45.6","Algae","Seaweeds nei","Algas nep","Algues nca"
"SYC","27.8.c","TLW","ES","297.61","611.33","404.35","251.12","231.71","229.42","201.49","228.94","270.52","394.69","362.52","170.19","94.3","38.7","12","14.3","16.1","Scyliorhinus canicula","Small-spotted catshark","Pintarroja","Petite roussette"
"SYC","27.9.a","TLW","ES","337.82","385.53","430.95","292.25","261.11","292.13","248.5","243.9","188.25","168.72","137.99","147.65","98.5","38.5","61","73.9","91.8","Scyliorhinus canicula","Small-spotted catshark","Pintarroja","Petite roussette"
"SYR","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0","0","0","0.75","61.5","25.4","13","9.1","0","Scymnodon ringens","Knifetooth dogfish","Bruja","Squale-grogneur commun"
"SYR","27.9.a","TLW","ES","0","0","0","0","0.02","0.01","0","0.02","0.93","0.09","0","0","39","1.1","2","1.3","0","Scymnodon ringens","Knifetooth dogfish","Bruja","Squale-grogneur commun"
"SYT","27.8.c","TLW","ES","0.33","0.34","0.48","0.57","0.49","0.05","0.2","0.15","0.1","0.16","0","0","0","0","0","0","0","Scyliorhinus stellaris","Nursehound","Alitán","Grande roussette"
"SYT","27.9.a","TLW","ES","15.86","0.14","0.01","0.1","0.09","0.49","0.09","0","0","0","0","0","0","0","0","0","0","Scyliorhinus stellaris","Nursehound","Alitán","Grande roussette"
"SYX","27.8.c","TLW","ES","0.03","35.01","30.04","18.6","11.31","13.47","12.88","16.32","22.23","9.94","24.32","138.19","93.6","74.2","88","98.5","0","Scyliorhinidae","Catsharks, etc. nei","Alitanes,pejegatos,pintar. nep","Chiens,holbiches,rousset. nca"
"SYX","27.9.a","TLW","ES","0.81","8.45","7.82","12.26","18.22","7","4.41","5.09","9.25","10.71","8.23","8.45","3.9","13.1","13","6.1","0","Scyliorhinidae","Catsharks, etc. nei","Alitanes,pejegatos,pintar. nep","Chiens,holbiches,rousset. nca"
"TAL","27.9.a","TLW","ES","0","0","0","0","0","0.06","0","0","0","0","0","0","0","0","0","0","0","Taractichthys longipinnis","Big-scale pomfret",NA,NA
"TCW","27.8.c","TLW","ES","0","0","0","0","0.01","2.63","0.1","0.05","0.37","0.02","0","0","0","0","0","0","0","Trichiurus spp","Hairtails nei","Peces sable nep","Poissons-sabres nca"
"TCW","27.9.a","TLW","ES","0","0","0","0","0","0","0.02","0.01","0.01","0.04","0","0","0","0","0","0","0","Trichiurus spp","Hairtails nei","Peces sable nep","Poissons-sabres nca"
"TDQ","27.8.c","TLW","ES","570.69","102.76","62.4","53.53","71.16","177.42","168.33","52.94","145.07","126.28","0","0","0","0","0","0","0","Todaropsis eblanae","Lesser flying squid","Pota costera","Toutenon souffleur"
"TDQ","27.9.a","TLW","ES","102.21","83.14","44.38","36.36","77.23","34.1","162.69","19.29","56.55","13.51","0","0","0","0","0","0","0","Todaropsis eblanae","Lesser flying squid","Pota costera","Toutenon souffleur"
"THR","27.8.c","TLW","ES","0","0","0","0","0","0","0","0.01","0","0","0","0","0","0.6","1","0.01","0","Alopias spp","Thresher sharks nei","Zorros nep","Renards de mer nca"
"THR","27.9.a","TLW","ES","0","0","0","0","0","0","0","0.02","0","0","0","0","0.1","0.7","7","19.8","18.1","Alopias spp","Thresher sharks nei","Zorros nep","Renards de mer nca"
"THS","27.8.c","TLW","ES","0","0.04","0","0","0","0","0.08","0.05","0","0.02","0","0","0","0","0","0","0","Microchirus spp","Thickback soles nei","Golletas nep","Soles-perdix nca"
