"FAOcode","year","catch_tonnes","Galician_name","total_kg","total_euros","scientificname","English_name","Family","Order.or.higher.taxa","source","kingdom","phylum","class","order","family","genus","AphiaID"
"FYS",2005,0.632,"Touca",632,632,"Callionymus spp","Nori NEI","BANGIACEAE","RHODOPHYTA (BANGIOPHYCEAE)","pesca_galicia","Animalia","Chordata","Actinopterygii","Perciformes","Callionymidae","Callionymus",126926
"FYS",2005,0.632,"Touca",632,632,"Callionymus spp","Nori NEI","BANGIACEAE","RHODOPHYTA (BANGIOPHYCEAE)","pesca_galicia","Animalia","Chordata","Actinopterygii","Perciformes","Callionymidae","Callionymus",126926
"SPR",2005,0.7559,"Trancho",755.9,6528.25,"Sprattus sprattus","European sprat","CLUPEIDAE","CLUPEIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Sprattus",126425
"SFA",2005,3.331,"Veleiro do indo-pacífico",3331,3876.25,"Istiophorus platypterus","Indo-Pacific sailfish","ISTIOPHORIDAE","CARANGIFORMES (MENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Carangiformes","Istiophoridae","Istiophorus",158812
"YFC",2005,4.0523,"Vello",4052.3,1508.23,"Symphodus cinereus","Grey wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Symphodus",273567
"SCE",2005,179.128,"Vieira",179128,921732.32,"Pecten maximus","Great Atlantic scallop","PECTINIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Pecten",140712
"QSC",2005,97.0589,"Volandeira",97058.9,345585.2,"Aequipecten opercularis","Queen scallop","PECTINIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Aequipecten",140687
"MAC",2005,14390.83012,"Xarda",14390830.12,7138700.77999999,"Scomber scombrus","Atlantic mackerel","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomber",127023
"MAS",2005,3739.00775,"Xarda pintada",3739007.75,1097113.76,"Scomber japonicus","Pacific chub mackerel","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomber",127022
"MON",2005,1505.59081,"Xuliana",1505590.81,7287805.99999999,"Lophius piscatorius","Angler(=Monk)","LOPHIIDAE","LOPHIIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius",126555
"HOM",2005,20210.58013,"Xurelo",20210580.13,16462120.21,"Trachurus trachurus","Atlantic horse mackerel","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Trachurus",126822
"HMM",2005,16.3855,"Xurelo do mediterráneo",16385.5,59201.16,"Trachurus mediterraneus","Mediterranean horse mackerel","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Trachurus",126820
"ASD",2005,0.15935,"Zamborca",159.35,644.21,"Alosa alosa","Allis shad","ALOSIDAE","CLUPEIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",126413
"POL",2004,297.02752,"Abadexo",297027.52,1685070.44,"Pollachius pollachius","Pollack","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Pollachius",126440
"SOS",2004,43.06007,"Acedía",43060.07,308050.74,"Pegusa lascaris","Sand sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Soleidae","Pegusa",127156
"GAR",2004,38.00711,"Agulla",38007.11,55483.11,"Belone belone","Garfish","BELONIDAE","BELONIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Belone",126375
"SAA",2004,0.009,"Alacha",9,27,"Sardinella aurita","Round sardinella","DOROSOMATIDAE","CLUPEIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Clupeiformes","Dorosomatidae","Sardinella",126422
"SAU",2004,12.6472,"Alcrique",12647.2,19542.01,"Scomberesox saurus","Atlantic saury","SCOMBERESOCIDAE","BELONIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Beloniformes","Scomberesocidae","Scomberesox",126392
"CTS",2004,1250.20075,"Ameixa babosa",1250200.75,16078114.96,"Venerupis rhomboides",NA,NA,NA,"pesca_galicia","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Venerupis",141941
"VNA",2004,14.3626,"Ameixa bicuda",14362.6,87516.8800000001,"Polititapes aureus","Golden carpet shell","VENERIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Polititapes",246150
"CTG",2004,738.95912,"Ameixa fina",738959.12,19092481.33,"Ruditapes decussatus","Grooved carpet shell","VENERIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Ruditapes",231749
"VNR",2004,274.8247,"Ameixa rubia",274824.7,2442606.85,"Polititapes rhomboides","Banded carpet shell","VENERIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Polititapes",745846
"CLJ",2004,740.31594,"Ameixa xaponesa",740315.94,6034365.92999999,"Ruditapes philippinarum","Japanese carpet shell","VENERIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Ruditapes",231750
"ELX",2004,35.3725,"Anguilas",35372.5,278942.8,"Anguilla spp","River eels NEI","ANGUILLIDAE","ANGUILLIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla",125620
"LAZ",2004,32.7455,"Argazo",32745.5,14337.55,"Laminariaceae","Kelps NEI","LAMINARIACEAE","HETEROKONTOPHYTA (PHAEOPHYCEAE)","pesca_galicia","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae",NA,143755
"YFT",2004,0.0015,"Atún amarelo",1.5,1.88,"Thunnus albacares","Yellowfin tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Thunnus",127027
"BET",2004,0.6265,"Atún patudo",626.5,3458.86,"Thunnus obesus","Bigeye tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Thunnus",127028
"TUS",2004,105.58725,"Atúns",105587.25,524986.92,"Thunnus spp","True tunas NEI","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Thunnus",126065
"COD",2004,164.26685,"Bacallao",164266.85,155302.69,"Gadus morhua","Atlantic cod","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Gadus",126436
"LTA",2004,41.92315,"Bacoreta",41923.15,17391.24,"Euthynnus alletteratus","Little tunny(=Atl.black skipj)","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Euthynnus",127017
"GGD",2004,1414.08565,"Barbada de area",1414085.65,3958389.46999998,"Gaidropsarus mediterraneus","Shore rockling","GAIDROPSARIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gaidropsaridae","Gaidropsarus",126457
"COC",2004,4219.62785,"Berberecho",4219627.85,15638065.55,"Cerastoderma edule","Common edible cockle","CARDIIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Cerastoderma",138998
"GFB",2004,1290.80852,"Bertorella de lama",1290808.52,3376642.51,"Phycis blennoides","Greater forkbeard","PHYCIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Phycidae","Phycis",126501
"FOR",2004,0.394,"Bertorella de rocha",394,893.07,"Phycis phycis","Forkbeard","PHYCIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Phycidae","Phycis",126502
"WOR",2004,0.05186,"Bicho",51.86,6058.1,"Polychaeta","Marine worms","","ANELLIDA (POLYCHAETA)","pesca_galicia","Animalia","Annelida","Polychaeta",NA,NA,NA,883
"ANE",2004,9.78085,"Bocarte",9780.85,39333.58,"Engraulis encrasicolus","European anchovy","ENGRAULIDAE","CLUPEIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Engraulis",126426
"BOG",2004,294.6925,"Boga",294692.5,49850.97,"Boops boops","Bogue","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Boops",127047
"CRE",2004,16.62705,"Boi",16627.05,125820.69,"Cancer pagurus","Edible crab","CANCRIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer",107276
"SAN",2004,153.74299,"Bolos",153742.99,108745.83,"Ammodytes spp","Sandeels(=Sandlances) NEI","AMMODYTIDAE","LABRIFORMES (URANOSCOPOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Ammodytidae","Ammodytes",125909
"SKJ",2004,7.24905,"Bonito alistado",7249.05,12107.85,"Katsuwonus pelamis","Skipjack tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Katsuwonus",127018
"BON",2004,237.05861,"Bonito do Atlántico",237058.61,777546.84,"Sarda sarda","Atlantic bonito","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Sarda",127021
"ALB",2004,2084.936,"Bonito do norte",2084936,6691488.21,"Thunnus alalunga","Albacore","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Thunnus",127026
"PAC",2004,48.54312,"Breca",48543.12,171158.86,"Pagellus erythrinus","Common pandora","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pagellus",127060
"USK",2004,7.599,"Brosme",7599,6704.62,"Brosme brosme","Tusk(=Cusk)","LOTIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Lotidae","Brosme",126447
"HAD",2004,87.9461,"Burro",87946.1,106340.29,"Melanogrammus aeglefinus","Haddock","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Melanogrammus",126437
"BRF",2004,164.61335,"Cabra de altura",164613.35,212750.59,"Helicolenus dactylopterus","Blackbelly rosefish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Helicolenus",127251
"DXL",2004,13.6118,"Cadelucha",13611.8,353655.06,"Donax trunculus","Truncate donax","DONACIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Cardiida","Donacidae","Donax",139602
"CPR",2004,74.7673900000001,"Camarón común",74767.3900000001,2520580.6,"Palaemon serratus","Common prawn","PALAEMONIDAE","DECAPODA (PLEOCYEMATA) CARIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon",107616
"CRG",2004,0.0115,"Cangrexo común",11.5,11.5,"Carcinus maenas","Green crab","CARCINIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus",107381
"SSH",2004,0.1115,"Carabineiro",111.5,1359.08,"Aristaeopsis edwardsiana","Scarlet shrimp","ARISTEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Aristeidae","Aristaeopsis",240796
"PEE",2004,2.0003,"Caramuxo",2000.3,4861.93,"Littorina littorea","Common periwinkle","LITTORINIDAE","GASTROPODA","pesca_galicia","Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Littorina",140262
"VEV",2004,57.73365,"Carneiro",57733.65,354682.76,"Venus verrucosa","Warty venus","VENERIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Venus",141936
"POA",2004,1644.89029,"Castañeta",1644890.29,3924474.58,"Brama brama","Atlantic pomfret","BRAMIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Bramidae","Brama",126783
"BXD",2004,317.89924,"Castañeta vermella",317899.24,1222608.15,"Beryx decadactylus","Alfonsino","BERYCIDAE","BERYCIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Beryciformes","Berycidae","Beryx",126394
"GAG",2004,280.82925,"Cazón",280829.25,368343.25,"Galeorhinus galeus","Tope shark","TRIAKIDAE","CARCHARHINIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Galeorhinus",105820
"SMD",2004,25.2031,"Cazón liso",25203.1,28563.81,"Mustelus mustelus","Smooth-hound","TRIAKIDAE","CARCHARHINIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus",105822
"SCR",2004,214.89882,"Centola",214898.82,2598738.95999999,"Maja squinado","Spinous spider crab","MAJIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Majidae","Maja",107350
"CTC",2004,459.80159,"Choco",459801.59,1755619.21999999,"Sepia officinalis","Common cuttlefish","SEPIIDAE","CEPHALOPODA (CUTTLEFISHES)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Sepiida","Sepiidae","Sepia",141444
"CTR",2004,160.0695,"Chopiño",160069.5,532720.220000001,"Sepiola rondeletii","Dwarf bobtail squid","SEPIOLIDAE","CEPHALOPODA (CUTTLEFISHES)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Sepiida","Sepiolidae","Sepiola",141459
"BRB",2004,101.78139,"Choupa",101781.39,177506.22,"Spondyliosoma cantharus","Black seabream","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Spondyliosoma",127066
"NEP",2004,1128.79746,"Cigala",1128797.46,11244736.52,"Nephrops norvegicus","Norway lobster","NEPHROPIDAE","DECAPODA (PLEOCYEMATA) ASTACIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Nephrops",107254
"OIL",2004,7.523,"Cochinilla",7523,8152.58,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Ruvettus",126867
"COE",2004,2042.44737,"Congro",2042447.37,3404061.98,"Conger conger","European conger","CONGRIDAE","ANGUILLIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Anguilliformes","Congridae","Conger",126285
"ICC",2004,8.1795,"Conguito",8179.5,11369.11,"Polybius corrugatus","Wrinkled swimcrab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Polybius",1752528
"WIT",2004,2344.92075,"Coreano",2344920.75,6558804.54,"Glyptocephalus cynoglossus","Witch flounder","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Glyptocephalus",127136
"ULO",2004,16.119,"Cornicha",16119,77840.77,"Spisula solida","Solid surf clam","MACTRIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Spisula",140301
"KRJ",2004,3.6622,"Corno",3662.2,4899.25,"Charonia lampas","Knobbed triton","CHARONIIDAE","GASTROPODA","pesca_galicia","Animalia","Mollusca","Gastropoda","Littorinimorpha","Charoniidae","Charonia",141101
"SPN",2004,0.606,"Cornudas",606,1157.06,"Sphyrna spp","Hammerhead sharks NEI","SPHYRNIDAE","CARCHARHINIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna",105730
"MGR",2004,5.42195,"Corvina real",5421.95,20155.73,"Argyrosomus regius","Meagre","SCIAENIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Argyrosomus",127007
"BLL",2004,29.44442,"Curuxo",29444.42,345969.710000001,"Scophthalmus rhombus","Brill","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Scophthalmidae","Scophthalmus",127150
"DEC",2004,9.85072,"Dentón",9850.72,39536.39,"Dentex dentex","Common dentex","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Dentex",273962
"DEL",2004,1.06,"Dentón ollón",1060,1770,"Dentex macrophthalmus","Large-eye dentex","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Dentex",273965
"COU",2004,86.54599,"Doncela",86545.99,515899.330000001,"Coris julis","Rainbow wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Coris",126963
"SBG",2004,71.37084,"Dourada",71370.84,480050.79,"Sparus aurata","Gilthead seabream","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Sparus",151523
"GUX",2004,500.77795,"Escachos",500777.95,919194.929999997,"Triglidae","Gurnards, searobins NEI","TRIGLIDAE","PERCIFORMES (SCORPAENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Triglidae",NA,125598
"RSE",2004,86.75334,"Escarapote de pedra",86753.34,335612.670000001,"Scorpaena scrofa","Red scorpionfish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena",127248
"BBS",2004,168.37155,"Escarapote de pintas",168371.55,474043.51,"Scorpaena porcus","Black scorpionfish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena",127247
"LYY",2004,2.48375,"Escarpón",2483.75,665.66,"Callionymus lyra","Dragonet","CALLIONYMIDAE","SYNGNATHIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Callionymiformes","Callionymidae","Callionymus",126792
"LEC",2004,23.776,"Escolar negro",23776,32047.81,"Lepidocybium flavobrunneum","Escolar","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Lepidocybium",126863
"BIB",2004,1013.70833,"Faneca",1013708.33,1888881.44,"Trisopterus luscus","Pouting(=Bib)","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Trisopterus",126445
"HAL",2004,0.495,"Fletán branco",495,1287.38,"Hippoglossus hippoglossus","Atlantic halibut","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Hippoglossus",127138
"POD",2004,23.19014,"Fodón",23190.14,39977.92,"Trisopterus minutus","Poor cod","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Trisopterus",126446
"POK",2004,46.8742,"Fogoneiro",46874.2,72659.59,"Pollachius virens","Saithe(=Pollock)","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Pollachius",126441
"DPS",2004,0.4959,"Gamba branca",495.9,3295.33,"Parapenaeus longirostris","Deep-water rose shrimp","PENAEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Parapenaeus",107109
"ETX",2004,276.41453,"Gata común",276414.53,804357.58,"Etmopterus spinax","Velvet belly","ETMOPTERIDAE","SQUALIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Squaliformes","Etmopteridae","Etmopterus",105913
"UDP",2004,25.7145,"Golfo",25714.5,19275.34,"Undaria pinnatifida","Wakame","ALARIACEAE","HETEROKONTOPHYTA (PHAEOPHYCEAE)","pesca_galicia","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria",145721
"SLO",2004,0.53811,"Lagosta",538.11,18514.62,"Palinurus elephas","Common spiny lobster","PALINURIDAE","DECAPODA (PLEOCYEMATA) ACHELATA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Palinurus",107703
"LAU",2004,0.011,"Lamprea de mar",11,115,"Petromyzon marinus","Sea lamprey","PETROMYZONTIDAE","PETROMYZONTIFORMES","pesca_galicia","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","Petromyzon",101174
"LPZ",2004,0.43059,"Lapas",430.59,715.26,"Patella spp","Limpets NEI","PATELLIDAE","GASTROPODA","pesca_galicia","Animalia","Mollusca","Gastropoda",NA,"Patellidae","Patella",138312
"LPZ",2004,0.43059,"Lapas",430.59,715.26,"Patella spp","Limpets NEI","PATELLIDAE","GASTROPODA","pesca_galicia","Animalia","Mollusca","Gastropoda","Patellogastropoda","Patellidae","Patella",138718
"DAB",2004,25.657,"Limanda",25657,25807.09,"Limanda limanda","Common dab","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Limanda",127139
"SOL",2004,104.69849,"Linguado",104698.49,1568571.74,"Solea solea","Common sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Soleidae","Solea",127160
