"FAOcode","year","catch_tonnes","Galician_name","total_kg","total_euros","scientificname","English_name","Family","Order.or.higher.taxa","source","kingdom","phylum","class","order","family","genus","AphiaID"
"BXD",2005,191.81132,"Castañeta vermella",191811.32,933913.29,"Beryx decadactylus","Alfonsino","BERYCIDAE","BERYCIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Beryciformes","Berycidae","Beryx",126394
"GAG",2005,235.54511,"Cazón",235545.11,376058.16,"Galeorhinus galeus","Tope shark","TRIAKIDAE","CARCHARHINIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Galeorhinus",105820
"SMD",2005,24.3225,"Cazón liso",24322.5,34736.2,"Mustelus mustelus","Smooth-hound","TRIAKIDAE","CARCHARHINIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus",105822
"SCR",2005,352.51763,"Centola",352517.63,3491403.66999999,"Maja squinado","Spinous spider crab","MAJIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Majidae","Maja",107350
"CTC",2005,522.821200000001,"Choco",522821.200000001,2024812.03,"Sepia officinalis","Common cuttlefish","SEPIIDAE","CEPHALOPODA (CUTTLEFISHES)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Sepiida","Sepiidae","Sepia",141444
"CTR",2005,167.13075,"Chopiño",167130.75,541717.72,"Sepiola rondeletii","Dwarf bobtail squid","SEPIOLIDAE","CEPHALOPODA (CUTTLEFISHES)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Sepiida","Sepiolidae","Sepiola",141459
"BRB",2005,115.8454,"Choupa",115845.4,167366.57,"Spondyliosoma cantharus","Black seabream","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Spondyliosoma",127066
"NEP",2005,1300.23317,"Cigala",1300233.17,15043355.51,"Nephrops norvegicus","Norway lobster","NEPHROPIDAE","DECAPODA (PLEOCYEMATA) ASTACIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Nephrops",107254
"OIL",2005,5.126,"Cochinilla",5126,8111.45,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Ruvettus",126867
"COE",2005,2410.40454,"Congro",2410404.54,4702211.50999999,"Conger conger","European conger","CONGRIDAE","ANGUILLIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Anguilliformes","Congridae","Conger",126285
"ICC",2005,7.6002,"Conguito",7600.2,9912.40999999999,"Polybius corrugatus","Wrinkled swimcrab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Polybius",1752528
"WIT",2005,1877.17085,"Coreano",1877170.85,5578699.17,"Glyptocephalus cynoglossus","Witch flounder","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Glyptocephalus",127136
"ULO",2005,15.5816,"Cornicha",15581.6,79496.3299999999,"Spisula solida","Solid surf clam","MACTRIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Spisula",140301
"KRJ",2005,2.9933,"Corno",2993.3,4036.35,"Charonia lampas","Knobbed triton","CHARONIIDAE","GASTROPODA","pesca_galicia","Animalia","Mollusca","Gastropoda","Littorinimorpha","Charoniidae","Charonia",141101
"SPN",2005,0.75,"Cornudas",750,1327.5,"Sphyrna spp","Hammerhead sharks NEI","SPHYRNIDAE","CARCHARHINIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna",105730
"MGR",2005,14.33733,"Corvina real",14337.33,36576.05,"Argyrosomus regius","Meagre","SCIAENIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Argyrosomus",127007
"BLL",2005,22.12085,"Curuxo",22120.85,268087.329999999,"Scophthalmus rhombus","Brill","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Scophthalmidae","Scophthalmus",127150
"DEC",2005,9.837,"Dentón",9837,43516.75,"Dentex dentex","Common dentex","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Dentex",273962
"DEL",2005,5.2335,"Dentón ollón",5233.5,10216,"Dentex macrophthalmus","Large-eye dentex","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Dentex",273965
"COU",2005,144.02371,"Doncela",144023.71,625846.88,"Coris julis","Rainbow wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Coris",126963
"SBG",2005,59.05514,"Dourada",59055.14,473661.23,"Sparus aurata","Gilthead seabream","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Sparus",151523
"GUX",2005,546.97448,"Escachos",546974.48,881550.350000001,"Triglidae","Gurnards, searobins NEI","TRIGLIDAE","PERCIFORMES (SCORPAENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Triglidae",NA,125598
"RSE",2005,111.89639,"Escarapote de pedra",111896.39,462069.160000001,"Scorpaena scrofa","Red scorpionfish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena",127248
"BBS",2005,220.25815,"Escarapote de pintas",220258.15,652918.009999999,"Scorpaena porcus","Black scorpionfish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena",127247
"LYY",2005,2.4625,"Escarpón",2462.5,902.28,"Callionymus lyra","Dragonet","CALLIONYMIDAE","SYNGNATHIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Callionymiformes","Callionymidae","Callionymus",126792
"LEC",2005,60.861,"Escolar negro",60861,104438.75,"Lepidocybium flavobrunneum","Escolar","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Lepidocybium",126863
"BIB",2005,1154.75155,"Faneca",1154751.55,2142760.46,"Trisopterus luscus","Pouting(=Bib)","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Trisopterus",126445
"HAL",2005,0.325,"Fletán branco",325,689.6,"Hippoglossus hippoglossus","Atlantic halibut","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Hippoglossus",127138
"POD",2005,28.36085,"Fodón",28360.85,44880.98,"Trisopterus minutus","Poor cod","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Trisopterus",126446
"POK",2005,77.17565,"Fogoneiro",77175.65,151473.2,"Pollachius virens","Saithe(=Pollock)","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Pollachius",126441
"DPS",2005,1.3688,"Gamba branca",1368.8,7368.6,"Parapenaeus longirostris","Deep-water rose shrimp","PENAEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Parapenaeus",107109
"ETX",2005,121.71905,"Gata común",121719.05,441015.11,"Etmopterus spinax","Velvet belly","ETMOPTERIDAE","SQUALIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Squaliformes","Etmopteridae","Etmopterus",105913
"UDP",2005,28.0275,"Golfo",28027.5,21020.63,"Undaria pinnatifida","Wakame","ALARIACEAE","HETEROKONTOPHYTA (PHAEOPHYCEAE)","pesca_galicia","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria",145721
"SLO",2005,2.05855,"Lagosta",2058.55,74612.32,"Palinurus elephas","Common spiny lobster","PALINURIDAE","DECAPODA (PLEOCYEMATA) ACHELATA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Palinurus",107703
"TGS",2005,0.026,"Lagostino",26,748.8,"Penaeus kerathurus","Caramote prawn","PENAEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Penaeus",246388
"LAU",2005,0.003,"Lamprea de mar",3,48,"Petromyzon marinus","Sea lamprey","PETROMYZONTIDAE","PETROMYZONTIFORMES","pesca_galicia","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","Petromyzon",101174
"LPZ",2005,0.4991,"Lapas",499.1,1392.01,"Patella spp","Limpets NEI","PATELLIDAE","GASTROPODA","pesca_galicia","Animalia","Mollusca","Gastropoda",NA,"Patellidae","Patella",138312
"LPZ",2005,0.4991,"Lapas",499.1,1392.01,"Patella spp","Limpets NEI","PATELLIDAE","GASTROPODA","pesca_galicia","Animalia","Mollusca","Gastropoda","Patellogastropoda","Patellidae","Patella",138718
"DAB",2005,19.381,"Limanda",19381,43710.5,"Limanda limanda","Common dab","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Limanda",127139
"SOL",2005,112.70644,"Linguado",112706.44,1755022.33,"Solea solea","Common sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Soleidae","Solea",127160
"WHB",2005,16160.24005,"Lirio",16160240.05,11629692.51,"Micromesistius poutassou","Blue whiting(=Poutassou)","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Micromesistius",126439
"MKG",2005,0.097,"Lirpia raiada",97,194.4,"Microchirus variegatus","Thickback sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Soleidae","Microchirus",274304
"EQI",2005,26.52505,"Longueirón",26525.05,306979.88,"Ensis siliqua","Sword razor shell","PHARIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Adapedonta","Pharidae","Ensis",140735
"RAE",2005,0.65995,"Longueirón vello",659.95,2446.8,"Solen marginatus","European razor clam","SOLENIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Adapedonta","Solenidae","Solen",413641
"LBE",2005,1.819,"Lumbrigante",1819,41054.35,"Homarus gammarus","European lobster","NEPHROPIDAE","DECAPODA (PLEOCYEMATA) ASTACIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",107253
"SQR",2005,292.30125,"Lura",292301.25,1669230.74,"Loligo vulgaris","European squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Loligo",140271
"USB",2005,238.68513,"Maragota",238685.13,563622.84,"Labrus bergylta","Ballan wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labrus",126965
"POR",2005,344.11271,"Marraxo sardiñeiro",344112.71,1564201.17,"Lamna nasus","Porbeagle","LAMNIDAE","LAMNIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Lamniformes","Lamnidae","Lamna",105841
"LIN",2005,1175.08669,"Maruca",1175086.69,2083370.16,"Molva molva","Ling","LOTIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Lotidae","Molva",126461
"DGS",2005,102.2441,"Melga",102244.1,331848.08,"Squalus acanthias","Picked dogfish","SQUALIDAE","SQUALIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Squaliformes","Squalidae","Squalus",105923
"SYC",2005,104.3556,"Melgacho",104355.6,84517.8499999999,"Scyliorhinus canicula","Small-spotted catshark","SCYLIORHINIDAE","CARCHARHINIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Scyliorhinus",105814
"DGX",2005,55.213,"Melgas",55213,53132.29,"Squalidae","Dogfish sharks NEI","SQUALIDAE","SQUALIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Squaliformes","Squalidae",NA,105716
"BLT",2005,0.49615,"Melva",496.15,1306.86,"Auxis rochei","Bullet tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Auxis",127015
"LEM",2005,2132.798,"Mendo limón",2132798,6077117.46,"Microstomus kitt","Lemon sole","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Microstomus",127140
"WHG",2005,123.6562,"Merlán",123656.2,242347.61,"Merlangius merlangus","Whiting","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Merlangius",126438
"WRF",2005,45.59052,"Mero",45590.52,751927.33,"Polyprion americanus","Wreckfish","POLYPRIONIDAE","ACROPOMATIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Acropomatiformes","Polyprionidae","Polyprion",126998
"MSM",2005,167.55224,"Mexilla",167552.24,157142.91,"Mytilus galloprovincialis","Mediterranean mussel","MYTILIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus",140481
"MMH",2005,0.02675,"Morea",26.75,19.15,"Muraena helena","Mediterranean moray","MURAENIDAE","ANGUILLIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Muraena",126303
"MUL",2005,41.03735,"Muxos",41037.35,22973.86,"Mugilidae","Mullets NEI","MUGILIDAE","MUGILIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,125546
"EQE",2005,142.22419,"Navalla",142224.19,1962426.97,"Ensis ensis","Pod razor shell","PHARIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Adapedonta","Pharidae","Ensis",140733
"LIO",2005,129.53528,"Nécora",129535.28,2133921.47,"Necora puber","Velvet swimcrab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Necora",107398
"SBR",2005,160.73069,"Ollomol",160730.69,1432719.29,"Pagellus bogaraveo","Blackspot seabream","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pagellus",127059
"OYF",2005,39.41605,"Ostra plana",39416.05,106465.64,"Ostrea edulis","European flat oyster","OSTREIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea",140658
"URM",2005,764.88945,"Ourizo",764889.45,1250501.26,"Paracentrotus lividus","Stony sea urchin","PARECHINIDAE","ECHINODERMATA (ECHINOIDEA)","pesca_galicia","Animalia","Echinodermata","Echinoidea","Camarodonta","Parechinidae","Paracentrotus",124316
"HK0",2005,150.62841,"Ovas de pescada",150628.41,546810.230000001,"Fish Roe (Merluccius merluccius)",NA,NA,NA,"pesca_galicia","Animalia","Chordata",NA,NA,NA,NA,NA
"LEE",2005,0.3255,"Palometón",325.5,1397.95,"Lichia amia","Leerfish","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Lichia",126810
"SBA",2005,81.2706,"Pancho bicudo",81270.6,331701.97,"Pagellus acarne","Axillary seabream","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pagellus",127057
"IOD",2005,1.7355,"Patulate",1735.5,2101.06,"Polybius depurator","Blue-leg swimcrab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Polybius",1750291
"SWO",2005,812.72047,"Peixe espada",812720.47,5506320.52,"Xiphias gladius","Swordfish","XIPHIIDAE","CARANGIFORMES (MENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Carangiformes","Xiphiidae","Xiphias",127094
"BLI",2005,87.2542,"Peixe pau",87254.2,168482.15,"Molva dypterygia","Blue ling","LOTIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Lotidae","Molva",126459
"TRG",2005,0.44593,"Peixe porco",445.93,1015.53,"Balistes capriscus","Grey triggerfish","BALISTIDAE","TETRAODONTIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Balistes",154721
"LHT",2005,43.3572,"Peixe sabre",43357.2,64076.42,"Trichiurus lepturus","Largehead hairtail","TRICHIURIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Trichiuridae","Trichiurus",127089
"SFS",2005,5.04247,"Peixe sabre prateado",5042.47,4833.61,"Lepidopus caudatus","Silver scabbardfish","TRICHIURIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Trichiuridae","Lepidopus",127088
"ANK",2005,4104.63454999999,"Peixe sapo",4104634.54999999,23246715.47,"Lophius budegassa","Blackbellied angler","LOPHIIDAE","LOPHIIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius",126554
"MZZ",2005,1177.67678,"Peixes mariños nep",1177676.78,2308970.67999999,"Actinopterygii","Marine fishes NEI","","PISCES MISCELLANEA","pesca_galicia","Animalia","Chordata",NA,NA,NA,NA,10194
"HLT",2005,0.2364,"Peneira",236.4,4274.2,"Haliotis tuberculata","Tuberculate abalone","HALIOTIDAE","GASTROPODA","pesca_galicia","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis",140059
"PCB",2005,508.96365,"Percebe",508963.65,14546306.05,"Pollicipes pollicipes","Barnacle","POLLICIPEDIDAE","CIRRIPEDIA (THORACICA)","pesca_galicia","Animalia","Arthropoda","Thecostraca","Pollicipedomorpha","Pollicipedidae","Pollicipes",106177
"HKE",2005,19658.13837,"Pescada",19658138.37,86616527.4199999,"Merluccius merluccius","European hake","MERLUCCIIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Merluccius",126484
"HKM",2005,208.825,"Pescada do Senegal",208825,333581.85,"Merluccius senegalensis","Senegalese hake","MERLUCCIIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Merluccius",126485
"SIL",2005,137.46315,"Piardas",137463.15,145204.97,"Atherinidae","Silversides(=Sand smelts) NEI","ATHERINIDAE","ATHERINIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae",NA,125438
"OCC",2005,1907.97079,"Polbo",1907970.79,10168535.48,"Octopus vulgaris","Common octopus","OCTOPODIDAE","CEPHALOPODA (OCTOPODS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Octopus",140605
"EOI",2005,1875.74522,"Polbo cabezón",1875745.22,1558238.38,"Eledone cirrhosa","Horned octopus","ELEDONIDAE","CEPHALOPODA (OCTOPODS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Octopoda","Eledonidae","Eledone",140600
"SQM",2005,23.412,"Pota común",23412,42886.9,"Illex coindetii","Broadtail shortfin squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Illex",140621
"TDQ",2005,3850.3573,"Pota pequena",3850357.3,4630753.70999999,"Todaropsis eblanae","Lesser flying squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Todaropsis",140625
"SQI",2005,1.0285,"Pota voadora",1028.5,2885.85,"Illex illecebrosus","Northern shortfin squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Illex",748978
"RPG",2005,19.19442,"Prago",19194.42,147366.13,"Pagrus pagrus","Red porgy","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pagrus",127063
"OUM",2005,2.86995,"Puntilla pequena",2869.95,15059.95,"Alloteuthis media","Midsize squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153134
"BSH",2005,1586.32977,"Quenlla",1586329.77,2119739.44,"Prionace glauca","Blue shark","CARCHARHINIDAE","CARCHARHINIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Prionace",105801
"GKL",2005,18.619,"Rabioso",18619,17113.5,"Glycymeris glycymeris","Common European bittersweet","GLYCYMERIDIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Arcida","Glycymerididae","Glycymeris",140025
"SKA",2005,3355.39031,"Raias",3355390.31,5774501.64999999,"Raja spp","Raja rays NEI","RAJIDAE","RAJIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja",105766
"LEZ",2005,7141.62436,"Rapantes",7141624.36,34839980.41,"Lepidorhombus spp","Megrims NEI","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Scophthalmidae","Lepidorhombus",126122
"USI",2005,44.98275,"Rei",44982.75,189385.34,"Labrus mixtus","Cuckoo wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labrus",151501
"HPR",2005,2.26725,"Reloxo prateado",2267.25,5324.76,"Hoplostethus mediterraneus","Mediterranean slimehead","TRACHICHTHYIDAE","TRACHICHTHYIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Trachichthyiformes","Trachichthyidae","Hoplostethus",126404
"DSX",2005,1452.07954,"Reló",1452079.54,2564211.87,"Dosinia exoleta","Mature dosinia","VENERIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Dosinia",141911
"TRS",2005,0.0419,"Reo",41.9,160.65,"Salmo trutta","Sea trout","SALMONIDAE","SALMONIFORMES (SALMONOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salmo",127187
"BSS",2005,227.36162,"Robaliza",227361.62,2637293.65999999,"Dicentrarchus labrax","European seabass","MORONIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Moronidae","Dicentrarchus",126975
"TUR",2005,53.89272,"Rodaballo",53892.72,951794.06,"Scophthalmus maximus","Turbot","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Scophthalmidae","Scophthalmus",127149
"KCP",2005,13.305,"Rosada do Cabo",13305,39945.15,"Genypterus capensis","Kingklip","OPHIDIIDAE","OPHIDIIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Genypterus",217800
"SLM",2005,75.8423,"Saboga",75842.3,22147.71,"Sarpa salpa","Salema","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Sarpa",127064
"MUT",2005,41.80745,"Salmonete de lama",41807.45,326382.7,"Mullus barbatus","Red mullet","MULLIDAE","SYNGNATHIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Mullus",126985
"MUR",2005,104.22228,"Salmonete de rocha",104222.28,941863.160000001,"Mullus surmuletus","Surmullet","MULLIDAE","SYNGNATHIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Mullus",126986
"SAL",2005,0.00775,"Salmón do Atlántico",7.75,88.63,"Salmo salar","Atlantic salmon","SALMONIDAE","SALMONIFORMES (SALMONOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salmo",127186
"JOD",2005,1261.35718,"Sanmartiño",1261357.18,5346152.71999999,"Zeus faber","John dory","ZEIDAE","ZEIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Zeiformes","Zeidae","Zeus",127427
"SCY",2005,2.03285,"Santiaguiño",2032.85,103308.22,"Scyllarus arctus","Lesser slipper lobster","SCYLLARIDAE","DECAPODA (PLEOCYEMATA) ACHELATA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Scyllaridae","Scyllarus",107709
"PIL",2005,21511.70279,"Sardiña",21511702.79,11109499.36,"Sardina pilchardus","European pilchard(=Sardine)","ALOSIDAE","CLUPEIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Sardina",126421
"SWA",2005,222.8202,"Sargo común",222820.2,1307372.25,"Diplodus sargus","White seabream","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Diplodus",127053
"CBR",2005,489.18174,"Serrán cabra",489181.74,1270540.87,"Serranus cabrilla","Comber","SERRANIDAE","PERCIFORMES (PERCOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Serranus",127041
"SRK",2005,11.82275,"Serrán riscado",11822.75,15053.47,"Serranus scriba","Painted comber","SERRANIDAE","PERCIFORMES (PERCOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Serranus",127043
"FLE",2005,91.02202,"Solla",91022.02,172076.82,"Platichthys flesus","European flounder","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Platichthys",127141
"ZGP",2005,0.05725,"Tapa",57.25,139.97,"Zeugopterus punctatus","Topknot","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Scophthalmidae","Zeugopterus",127151
"ALV",2005,49.972,"Tiburón raposo",49972,99254.47,"Alopias vulpinus","Thresher","ALOPIIDAE","LAMNIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Lamniformes","Alopiidae","Alopias",105836
"EPI",2005,7.5835,"Tomás",7583.5,10763.66,"Epigonus telescopus","Black cardinal fish","EPIGONIDAE","ACROPOMATIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Acropomatiformes","Epigonidae","Epigonus",126858
