stockid,scientificname,commonname,year,TCbest,TBbest
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,1993,326,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,1994,269,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,1995,441,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,1996,178,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,1997,366,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,1998,366,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,1999,320,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,2000,116,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,2001,163,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,2002,149,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,2003,96,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,2004,612,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,2005,111,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,2006,155,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,2007,41,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,2008,59,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,2009,57,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,2010,125,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,2011,115,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,2012,89,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,2013,103,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,2014,51,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,2015,71,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,2016,58,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1973,1050,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1974,18400,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1975,29900,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1976,4730,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1977,9350,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1978,12300,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1979,6150,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1980,17400,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1981,2950,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1982,12600,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1983,10300,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1984,6640,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1985,5790,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1986,22800,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1987,10900,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1988,10600,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1989,9500,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1990,2840,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1991,7510,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1992,1980,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1993,3160,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1994,1130,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1995,359,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1996,347,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1997,7050,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1998,7600,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,1999,1160,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,2000,2330,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,2001,1790,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,2002,976,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,2003,782,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,2004,464,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,2005,1400,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,2006,1,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,2007,59,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,2008,1740,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,2009,5,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,2010,826,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,2011,2240,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,2012,3820,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,2013,1910,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,2014,3080,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,2015,862,NA
RNGENMATLR,Coryphaenoides rupestris,Roundnose grenadier,2016,660,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,1988,33,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,1989,2750,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,1990,7280,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,1991,10300,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,1992,12200,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,1993,12100,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,1994,9010,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,1995,9630,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,1996,9700,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,1997,10200,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,1998,12400,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,1999,17100,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,2000,17800,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,2001,24400,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,2002,24200,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,2003,21900,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,2004,22700,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,2005,14600,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,2006,9040,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,2007,8040,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,2008,5530,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,2009,9380,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,2010,6220,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,2011,3160,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,2012,9100,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,2013,3840,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,2014,2070,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,2015,1020,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,2016,1370,NA
RNGENVb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,2017,1660,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,1988,617,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,1989,885,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,1990,1070,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,1991,1530,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,1992,2330,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,1993,1510,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,1994,1630,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,1995,2080,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,1996,2210,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,1997,1520,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,1998,1820,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,1999,3130,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,2000,2400,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,2001,3360,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,2002,4480,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,2003,4380,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,2004,9890,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,2005,11900,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,2006,2270,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,2007,1,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,2008,0,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,2009,2,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,2010,1,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,2011,0,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,2012,1,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,2013,1,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,2014,1,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,2015,1,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,2016,1,NA
RNGRENIIIa,Coryphaenoides rupestris,Roundnose grenadier,2017,1,NA
SARDPVIIIc-IXa,Sardina pilchardus,European pilchard,2018,NA,NA
SARDVII,Sardina pilchardus,Sardine,1970,4050,NA
SARDVII,Sardina pilchardus,Sardine,1971,6060,NA
SARDVII,Sardina pilchardus,Sardine,1972,5090,NA
SARDVII,Sardina pilchardus,Sardine,1973,6570,NA
SARDVII,Sardina pilchardus,Sardine,1974,3950,NA
SARDVII,Sardina pilchardus,Sardine,1975,5290,NA
SARDVII,Sardina pilchardus,Sardine,1976,3760,NA
SARDVII,Sardina pilchardus,Sardine,1977,15100,NA
SARDVII,Sardina pilchardus,Sardine,1978,6310,NA
SARDVII,Sardina pilchardus,Sardine,1979,5800,NA
SARDVII,Sardina pilchardus,Sardine,1980,5540,NA
SARDVII,Sardina pilchardus,Sardine,1981,6180,NA
SARDVII,Sardina pilchardus,Sardine,1982,3290,NA
SARDVII,Sardina pilchardus,Sardine,1983,6370,NA
SARDVII,Sardina pilchardus,Sardine,1984,2030,NA
SARDVII,Sardina pilchardus,Sardine,1985,5220,NA
SARDVII,Sardina pilchardus,Sardine,1986,6200,NA
SARDVII,Sardina pilchardus,Sardine,1987,2660,NA
SARDVII,Sardina pilchardus,Sardine,1988,5820,NA
SARDVII,Sardina pilchardus,Sardine,1989,7560,NA
SARDVII,Sardina pilchardus,Sardine,1990,9430,NA
SARDVII,Sardina pilchardus,Sardine,1991,9390,NA
SARDVII,Sardina pilchardus,Sardine,1992,24200,NA
SARDVII,Sardina pilchardus,Sardine,1993,19600,NA
SARDVII,Sardina pilchardus,Sardine,1994,24200,NA
SARDVII,Sardina pilchardus,Sardine,1995,18200,NA
SARDVII,Sardina pilchardus,Sardine,1996,10300,NA
SARDVII,Sardina pilchardus,Sardine,1997,12200,NA
SARDVII,Sardina pilchardus,Sardine,1998,25100,NA
SARDVII,Sardina pilchardus,Sardine,1999,16100,NA
SARDVII,Sardina pilchardus,Sardine,2000,17500,NA
SARDVII,Sardina pilchardus,Sardine,2001,27100,NA
SARDVII,Sardina pilchardus,Sardine,2002,18000,NA
SARDVII,Sardina pilchardus,Sardine,2003,20500,NA
SARDVII,Sardina pilchardus,Sardine,2004,18600,NA
SARDVII,Sardina pilchardus,Sardine,2005,19300,NA
SARDVII,Sardina pilchardus,Sardine,2006,18400,NA
SARDVII,Sardina pilchardus,Sardine,2007,12600,NA
SARDVII,Sardina pilchardus,Sardine,2008,15200,NA
SARDVII,Sardina pilchardus,Sardine,2009,10100,NA
SARDVII,Sardina pilchardus,Sardine,2010,10200,NA
SARDVII,Sardina pilchardus,Sardine,2011,5630,NA
SARDVII,Sardina pilchardus,Sardine,2012,6310,NA
SARDVII,Sardina pilchardus,Sardine,2013,7780,NA
SARDVII,Sardina pilchardus,Sardine,2014,6310,NA
SARDVII,Sardina pilchardus,Sardine,2015,9410,NA
SARDVII,Sardina pilchardus,Sardine,2016,19400,NA
SARDVIIIabd,Sardina pilchardus,Sardine,2002,18300,NA
SARDVIIIabd,Sardina pilchardus,Sardine,2003,16600,NA
SARDVIIIabd,Sardina pilchardus,Sardine,2004,14200,NA
SARDVIIIabd,Sardina pilchardus,Sardine,2005,16400,NA
SARDVIIIabd,Sardina pilchardus,Sardine,2006,16700,NA
SARDVIIIabd,Sardina pilchardus,Sardine,2007,17300,NA
SARDVIIIabd,Sardina pilchardus,Sardine,2008,21800,NA
SARDVIIIabd,Sardina pilchardus,Sardine,2009,20900,NA
SARDVIIIabd,Sardina pilchardus,Sardine,2010,20100,NA
SARDVIIIabd,Sardina pilchardus,Sardine,2011,23200,NA
SARDVIIIabd,Sardina pilchardus,Sardine,2012,30900,NA
SARDVIIIabd,Sardina pilchardus,Sardine,2013,32500,NA
SARDVIIIabd,Sardina pilchardus,Sardine,2014,33900,NA
SARDVIIIabd,Sardina pilchardus,Sardine,2015,27300,NA
SARDVIIIabd,Sardina pilchardus,Sardine,2016,25400,NA
SARDVIIIabd,Sardina pilchardus,Sardine,2017,30300,NA
SARDVIIIabd,Sardina pilchardus,Sardine,2018,NA,NA
SDRAYVI-VII,Leucoraja circularis,Sandy ray,2009,77.9,NA
SDRAYVI-VII,Leucoraja circularis,Sandy ray,2010,51.5,NA
SDRAYVI-VII,Leucoraja circularis,Sandy ray,2011,51.5,NA
SDRAYVI-VII,Leucoraja circularis,Sandy ray,2012,46.3,NA
SDRAYVI-VII,Leucoraja circularis,Sandy ray,2013,61.5,NA
SDRAYVI-VII,Leucoraja circularis,Sandy ray,2014,60.5,NA
SDRAYVI-VII,Leucoraja circularis,Sandy ray,2015,62.6,NA
SEELNSSA1,Ammodytes spp,Sand eel,2015,163000,NA
SEELNSSA1,Ammodytes spp,Sand eel,2016,14600,NA
SEELNSSA1,Ammodytes spp,Sand eel,2017,236000,NA
SEELNSSA1,Ammodytes spp,Sand eel,2018,NA,NA
SEELNSSA2,Ammodytes spp,Sand eel,2015,37900,NA
SEELNSSA2,Ammodytes spp,Sand eel,2016,5230,NA
SEELNSSA2,Ammodytes spp,Sand eel,2017,144000,NA
SEELNSSA2,Ammodytes spp,Sand eel,2018,NA,NA
SEELNSSA3,Ammodytes spp,Sand eel,1983,NA,207000
SEELNSSA3,Ammodytes spp,Sand eel,1984,NA,299000
SEELNSSA3,Ammodytes spp,Sand eel,1985,NA,258000
SEELNSSA3,Ammodytes spp,Sand eel,2015,105000,NA
SEELNSSA3,Ammodytes spp,Sand eel,2016,42800,NA
SEELNSSA3,Ammodytes spp,Sand eel,2017,121000,NA
SEELNSSA3,Ammodytes spp,Sand eel,2018,NA,NA
SEELNSSA4,Ammodytes spp,Sand eel,1993,133000,NA
SEELNSSA4,Ammodytes spp,Sand eel,1994,159000,NA
SEELNSSA4,Ammodytes spp,Sand eel,1995,52600,NA
SEELNSSA4,Ammodytes spp,Sand eel,1996,158000,NA
SEELNSSA4,Ammodytes spp,Sand eel,1997,58400,NA
SEELNSSA4,Ammodytes spp,Sand eel,1998,58700,NA
SEELNSSA4,Ammodytes spp,Sand eel,1999,53300,NA
SEELNSSA4,Ammodytes spp,Sand eel,2000,37700,NA
SEELNSSA4,Ammodytes spp,Sand eel,2001,47900,NA
SEELNSSA4,Ammodytes spp,Sand eel,2002,12700,NA
SEELNSSA4,Ammodytes spp,Sand eel,2003,63700,NA
SEELNSSA4,Ammodytes spp,Sand eel,2004,6880,NA
SEELNSSA4,Ammodytes spp,Sand eel,2005,1560,NA
SEELNSSA4,Ammodytes spp,Sand eel,2006,0,NA
SEELNSSA4,Ammodytes spp,Sand eel,2007,0,NA
SEELNSSA4,Ammodytes spp,Sand eel,2008,0,NA
SEELNSSA4,Ammodytes spp,Sand eel,2009,0,NA
SEELNSSA4,Ammodytes spp,Sand eel,2010,0,NA
SEELNSSA4,Ammodytes spp,Sand eel,2011,0,NA
SEELNSSA4,Ammodytes spp,Sand eel,2012,2590,NA
SEELNSSA4,Ammodytes spp,Sand eel,2013,5230,NA
SEELNSSA4,Ammodytes spp,Sand eel,2014,4310,NA
SEELNSSA4,Ammodytes spp,Sand eel,2015,4390,NA
SEELNSSA4,Ammodytes spp,Sand eel,2016,6190,NA
SEELNSSA4,Ammodytes spp,Sand eel,2017,17500,NA
SEELNSSA4,Ammodytes spp,Sand eel,2018,NA,NA
SEELNSSA5,Ammodytes spp,Sand eel,1982,7390,NA
SEELNSSA5,Ammodytes spp,Sand eel,1983,0,NA
SEELNSSA5,Ammodytes spp,Sand eel,1984,5820,NA
SEELNSSA5,Ammodytes spp,Sand eel,1985,3000,NA
SEELNSSA5,Ammodytes spp,Sand eel,1986,628,NA
SEELNSSA5,Ammodytes spp,Sand eel,1987,1710,NA
SEELNSSA5,Ammodytes spp,Sand eel,1988,0,NA
SEELNSSA5,Ammodytes spp,Sand eel,1989,2900,NA
SEELNSSA5,Ammodytes spp,Sand eel,1990,374,NA
SEELNSSA5,Ammodytes spp,Sand eel,1991,1170,NA
SEELNSSA5,Ammodytes spp,Sand eel,1992,1100,NA
SEELNSSA5,Ammodytes spp,Sand eel,1993,586,NA
SEELNSSA5,Ammodytes spp,Sand eel,1994,2760,NA
SEELNSSA5,Ammodytes spp,Sand eel,1995,152000,NA
SEELNSSA5,Ammodytes spp,Sand eel,1996,27600,NA
SEELNSSA5,Ammodytes spp,Sand eel,1997,10800,NA
SEELNSSA5,Ammodytes spp,Sand eel,1998,2950,NA
SEELNSSA5,Ammodytes spp,Sand eel,1999,145,NA
SEELNSSA5,Ammodytes spp,Sand eel,2000,303,NA
SEELNSSA5,Ammodytes spp,Sand eel,2001,1680,NA
SEELNSSA5,Ammodytes spp,Sand eel,2002,8,NA
SEELNSSA5,Ammodytes spp,Sand eel,2003,44,NA
SEELNSSA5,Ammodytes spp,Sand eel,2004,0,NA
SEELNSSA5,Ammodytes spp,Sand eel,2005,0,NA
SEELNSSA5,Ammodytes spp,Sand eel,2006,0,NA
SEELNSSA5,Ammodytes spp,Sand eel,2007,4,NA
SEELNSSA5,Ammodytes spp,Sand eel,2008,0,NA
SEELNSSA5,Ammodytes spp,Sand eel,2009,0,NA
SEELNSSA5,Ammodytes spp,Sand eel,2010,0,NA
SEELNSSA5,Ammodytes spp,Sand eel,2011,0,NA
SEELNSSA5,Ammodytes spp,Sand eel,2012,0,NA
SEELNSSA5,Ammodytes spp,Sand eel,2013,0,NA
SEELNSSA5,Ammodytes spp,Sand eel,2014,0,NA
SEELNSSA5,Ammodytes spp,Sand eel,2015,0,NA
SEELNSSA5,Ammodytes spp,Sand eel,2016,0,NA
SEELNSSA6,Ammodytes spp,Sand eel,1983,0,NA
SEELNSSA6,Ammodytes spp,Sand eel,1984,0,NA
SEELNSSA6,Ammodytes spp,Sand eel,1985,0,NA
SEELNSSA6,Ammodytes spp,Sand eel,1986,0,NA
SEELNSSA6,Ammodytes spp,Sand eel,1987,0,NA
SEELNSSA6,Ammodytes spp,Sand eel,1988,0,NA
SEELNSSA6,Ammodytes spp,Sand eel,1989,909,NA
SEELNSSA6,Ammodytes spp,Sand eel,1990,499,NA
SEELNSSA6,Ammodytes spp,Sand eel,1991,17,NA
SEELNSSA6,Ammodytes spp,Sand eel,1992,4280,NA
SEELNSSA6,Ammodytes spp,Sand eel,1993,4490,NA
SEELNSSA6,Ammodytes spp,Sand eel,1994,3750,NA
SEELNSSA6,Ammodytes spp,Sand eel,1995,1830,NA
SEELNSSA6,Ammodytes spp,Sand eel,1996,1260,NA
SEELNSSA6,Ammodytes spp,Sand eel,1997,2370,NA
SEELNSSA6,Ammodytes spp,Sand eel,1998,936,NA
SEELNSSA6,Ammodytes spp,Sand eel,1999,134,NA
SEELNSSA6,Ammodytes spp,Sand eel,2000,680,NA
SEELNSSA6,Ammodytes spp,Sand eel,2001,312,NA
SEELNSSA6,Ammodytes spp,Sand eel,2002,2380,NA
SEELNSSA6,Ammodytes spp,Sand eel,2003,869,NA
SEELNSSA6,Ammodytes spp,Sand eel,2004,570,NA
SEELNSSA6,Ammodytes spp,Sand eel,2005,262,NA
SEELNSSA6,Ammodytes spp,Sand eel,2006,161,NA
SEELNSSA6,Ammodytes spp,Sand eel,2007,661,NA
SEELNSSA6,Ammodytes spp,Sand eel,2008,472,NA
SEELNSSA6,Ammodytes spp,Sand eel,2009,260,NA
SEELNSSA6,Ammodytes spp,Sand eel,2010,132,NA
SEELNSSA6,Ammodytes spp,Sand eel,2011,481,NA
SEELNSSA6,Ammodytes spp,Sand eel,2012,211,NA
SEELNSSA6,Ammodytes spp,Sand eel,2013,90,NA
SEELNSSA6,Ammodytes spp,Sand eel,2014,79,NA
SEELNSSA6,Ammodytes spp,Sand eel,2015,199,NA
SEELNSSA6,Ammodytes spp,Sand eel,2016,123,NA
SEELNSSA7,Ammodytes spp,Sand eel,1983,32500,NA
SEELNSSA7,Ammodytes spp,Sand eel,1984,17200,NA
SEELNSSA7,Ammodytes spp,Sand eel,1985,12000,NA
SEELNSSA7,Ammodytes spp,Sand eel,1986,7230,NA
SEELNSSA7,Ammodytes spp,Sand eel,1987,4710,NA
SEELNSSA7,Ammodytes spp,Sand eel,1988,3500,NA
SEELNSSA7,Ammodytes spp,Sand eel,1989,2340,NA
SEELNSSA7,Ammodytes spp,Sand eel,1990,0,NA
SEELNSSA7,Ammodytes spp,Sand eel,1991,0,NA
SEELNSSA7,Ammodytes spp,Sand eel,1992,0,NA
SEELNSSA7,Ammodytes spp,Sand eel,1993,0,NA
SEELNSSA7,Ammodytes spp,Sand eel,1994,1160,NA
SEELNSSA7,Ammodytes spp,Sand eel,1995,1040,NA
SEELNSSA7,Ammodytes spp,Sand eel,1996,2010,NA
SEELNSSA7,Ammodytes spp,Sand eel,1997,5210,NA
SEELNSSA7,Ammodytes spp,Sand eel,1998,4160,NA
SEELNSSA7,Ammodytes spp,Sand eel,1999,4330,NA
SEELNSSA7,Ammodytes spp,Sand eel,2000,970,NA
SEELNSSA7,Ammodytes spp,Sand eel,2001,543,NA
SEELNSSA7,Ammodytes spp,Sand eel,2002,186,NA
SEELNSSA7,Ammodytes spp,Sand eel,2003,0,NA
SEELNSSA7,Ammodytes spp,Sand eel,2004,0,NA
SEELNSSA7,Ammodytes spp,Sand eel,2005,0,NA
SEELNSSA7,Ammodytes spp,Sand eel,2006,0,NA
SEELNSSA7,Ammodytes spp,Sand eel,2007,0,NA
SEELNSSA7,Ammodytes spp,Sand eel,2008,0,NA
SEELNSSA7,Ammodytes spp,Sand eel,2009,0,NA
SEELNSSA7,Ammodytes spp,Sand eel,2010,0,NA
SEELNSSA7,Ammodytes spp,Sand eel,2011,0,NA
SEELNSSA7,Ammodytes spp,Sand eel,2012,0,NA
SEELNSSA7,Ammodytes spp,Sand eel,2013,0,NA
SEELNSSA7,Ammodytes spp,Sand eel,2014,0,NA
SEELNSSA7,Ammodytes spp,Sand eel,2015,0,NA
SEELNSSA7,Ammodytes spp,Sand eel,2016,0,NA
SEELVIa,Ammodytes spp,Sand eel,1970,0,NA
SEELVIa,Ammodytes spp,Sand eel,1971,0,NA
SEELVIa,Ammodytes spp,Sand eel,1972,0,NA
SEELVIa,Ammodytes spp,Sand eel,1973,0,NA
SEELVIa,Ammodytes spp,Sand eel,1974,0,NA
SEELVIa,Ammodytes spp,Sand eel,1975,0,NA
SEELVIa,Ammodytes spp,Sand eel,1976,17,NA
SEELVIa,Ammodytes spp,Sand eel,1977,67,NA
SEELVIa,Ammodytes spp,Sand eel,1978,0,NA
SEELVIa,Ammodytes spp,Sand eel,1979,0,NA
SEELVIa,Ammodytes spp,Sand eel,1980,211,NA
SEELVIa,Ammodytes spp,Sand eel,1981,5970,NA
SEELVIa,Ammodytes spp,Sand eel,1982,10900,NA
SEELVIa,Ammodytes spp,Sand eel,1983,13100,NA
SEELVIa,Ammodytes spp,Sand eel,1984,14200,NA
SEELVIa,Ammodytes spp,Sand eel,1985,18600,NA
SEELVIa,Ammodytes spp,Sand eel,1986,24500,NA
SEELVIa,Ammodytes spp,Sand eel,1987,14500,NA
SEELVIa,Ammodytes spp,Sand eel,1988,24500,NA
SEELVIa,Ammodytes spp,Sand eel,1989,18800,NA
SEELVIa,Ammodytes spp,Sand eel,1990,16500,NA
SEELVIa,Ammodytes spp,Sand eel,1991,8530,NA
SEELVIa,Ammodytes spp,Sand eel,1992,4990,NA
SEELVIa,Ammodytes spp,Sand eel,1993,6240,NA
SEELVIa,Ammodytes spp,Sand eel,1994,10600,NA
SEELVIa,Ammodytes spp,Sand eel,1995,7110,NA
SEELVIa,Ammodytes spp,Sand eel,1996,13300,NA
SEELVIa,Ammodytes spp,Sand eel,1997,12700,NA
SEELVIa,Ammodytes spp,Sand eel,1998,5320,NA
SEELVIa,Ammodytes spp,Sand eel,1999,2630,NA
SEELVIa,Ammodytes spp,Sand eel,2000,5770,NA
SEELVIa,Ammodytes spp,Sand eel,2001,295,NA
SEELVIa,Ammodytes spp,Sand eel,2002,706,NA
SEELVIa,Ammodytes spp,Sand eel,2003,0,NA
