"year","scientificname","commonname","total_catch","total_biomass"
1999,"Pagellus bogaraveo","Red seabream",1885,0
1999,"Pandalus borealis","Northern shrimp",88470,31501.86
1999,"Platichthys flesus","European flounder",13186,0
1999,"Pleuronectes platessa","European Plaice",173197,388280.786
1999,"Pollachius pollachius","European pollack",157,0
1999,"Pollachius virens","Pollock",303200,1325000
1999,"Pollachius virens","Pollock or saithe",30900,133000
1999,"Raja brachyura","Blonde ray",0,0
1999,"Raja clavata","Thornback skate",0,0
1999,"Raja microocellata","Smalleyed ray",0,0
1999,"Raja montagui","Spotted ray",0,0
1999,"Raja undulata","Undulate ray",0,0
1999,"Reinhardtius hippoglossoides","Greenland halibut",20433210,647000
1999,"Sardina pilchardus","European pilchard",94100,370000
1999,"Sardina pilchardus","Sardine",16100,0
1999,"Scomber scombrus","Mackerel",640000,3060000
1999,"Scophthalmus maximus","Turbot",155,0
1999,"Scophthalmus rhombus","Brill",25,0
1999,"Scyliorhinus canicula","Lesser spotted dogfish",2039,0
1999,"Sebastes mentella","Beaked Redfish",139153,1.24
1999,"Sebastes mentella","Deepwater Redfish",11200,888000
1999,"Sebastes norvegicus","Golden Redfish",60300,386900
1999,"Sebastes spp","Redfish species",4190,221000
1999,"Solea solea","Common sole",34972,124910
1999,"Sprattus sprattus","Sprat",683720,3370000
1999,"Squalus acanthias","Spurdog",12400,40500
1999,"Squatina squatina","Angel shark",1,0
1999,"Trachurus picturatus","Blue jack mackerel",1560,0
1999,"Trachurus trachurus","Horse mackerel",363900,1810000
1999,"Trisopterus esmarkii","Norway pout",96930,280000
1999,"Urophycis tenuis","White hake",1000,0
2000,"Amblyraja radiata","Starry ray",0,0
2000,"Amblyraja radiata","Thorny skate",19200,0
2000,"Ammodytes spp","Sand eel",624323,1256000
2000,"Aphanopus carbo","Black scabbardfish",7.21,0
2000,"Argentina silus","Greater silver smelt",27420,0
2000,"Beryx spp","Beryx spp",785,0
2000,"Brosme brosme","Tusk",29725,26900
2000,"Capros aper","Boarfish",0,0.755
2000,"Centrophorus squamosus","Leafscale gulper shark",7060,0
2000,"Cetorhinus maximus","Basking shark",119,0
2000,"Clupea harengus","Herring",2157400,14051500
2000,"Coryphaenoides rupestris","Roundnose grenadier",22646,0
2000,"Dalatias licha","Kitefin shark",313,0
2000,"Dicentrarchus labrax","European seabass",3136,22500
2000,"Engraulis encrasicolus","Anchovy",39500,92800
2000,"Eutrigla gurnardus","Grey gurnard",0,0
2000,"Gadus morhua","Atlantic Cod",6540,15300
2000,"Gadus morhua","Atlantic cod",953489.2,2387131.29
2000,"Galeus melastomus","Blackmouth dogfish",40,0
2000,"Glyptocephalus cynoglossus","Witch flounder",4420,0
2000,"Hippoglossoides platessoides","American Plaice",2859,30040
2000,"Hoplostethus atlanticus","Orange roughy",1950,0
2000,"Lamna nasus","Porbeagle shark",563,0
2000,"Lepidorhombus boscii","Fourspotted megrim",1410,4410
2000,"Lepidorhombus spp","Megrim spp",964,0
2000,"Lepidorhombus spp","Megrim spp.",4460,0
2000,"Lepidorhombus whiffiagonis","Megrim",17188,72520
2000,"Leucoraja naevus","Cuckoo ray",0,0
2000,"Limanda ferruginea","Yellowtail Flounder",11200,87900
2000,"Limanda limanda","Dab",876,0
2000,"Lophius budegassa","Black bellied angler",1370,0
2000,"Lophius piscatorius","White anglerfish",15760,53680
2000,"Macrourus berglax","Roughhead grenadier",73,0
2000,"Mallotus villosus","Capelin",1480000,4270000
2000,"Melanogrammus aeglefinus","Haddock",277247,2673090
2000,"Merlangius merlangus","Whiting",104488,658510
2000,"Merluccius merluccius","Hake",51840,66600
2000,"Micromesistius poutassou","Blue whiting",1410000,7440000
2000,"Microstomus kitt","Lemon sole",0,0
2000,"Molva dypterygia","Blue ling",14728,0
2000,"Molva molva","Ling",38250,14300
2000,"Mullus surmuletus","Striped red mullet",1890,0
2000,"Mustelus spp","Smooth-hound",0,0
2000,"Nephrops norvegicus","Norway lobster",57000,0
2000,"Pagellus bogaraveo","Red seabream",1565,0
2000,"Pandalus borealis","Northern shrimp",93660,30801.65
2000,"Platichthys flesus","European flounder",14362,0
2000,"Pleuronectes platessa","European Plaice",146937,362450.714
2000,"Pollachius pollachius","European pollack",1500,0
2000,"Pollachius virens","Pollock",274300,1414000
2000,"Pollachius virens","Pollock or saithe",32800,144000
2000,"Raja brachyura","Blonde ray",0,0
2000,"Raja clavata","Thornback skate",0,0
2000,"Raja microocellata","Smalleyed ray",0,0
2000,"Raja montagui","Spotted ray",0,0
2000,"Raja undulata","Undulate ray",0,0
2000,"Reinhardtius hippoglossoides","Greenland halibut",26636100,650000
2000,"Sardina pilchardus","European pilchard",85800,317000
2000,"Sardina pilchardus","Sardine",17500,0
2000,"Scomber scombrus","Mackerel",739000,3040000
2000,"Scophthalmus maximus","Turbot",192,0
2000,"Scophthalmus rhombus","Brill",28,0
2000,"Scyliorhinus canicula","Lesser spotted dogfish",2080,0
2000,"Sebastes mentella","Beaked Redfish",158682,1.16
2000,"Sebastes mentella","Deepwater Redfish",10100,868000
2000,"Sebastes norvegicus","Golden Redfish",57300,375400
2000,"Sebastes spp","Redfish species",7500,279000
2000,"Solea solea","Common sole",34665,112680
2000,"Sprattus sprattus","Sprat",616400,3700000
2000,"Squalus acanthias","Spurdog",15900,40600
2000,"Squatina squatina","Angel shark",0,0
2000,"Trachurus picturatus","Blue jack mackerel",1400,0
2000,"Trachurus trachurus","Horse mackerel",274300,1630000
2000,"Trisopterus esmarkii","Norway pout",187010,598000
2000,"Urophycis tenuis","White hake",1680,0
2001,"Amblyraja radiata","Starry ray",0,0
2001,"Amblyraja radiata","Thorny skate",16700,0
2001,"Ammodytes spp","Sand eel",865930,1194000
2001,"Aphanopus carbo","Black scabbardfish",9.57,0
2001,"Argentina silus","Greater silver smelt",48590,0
2001,"Beryx spp","Beryx spp",607,0
2001,"Brosme brosme","Tusk",26893,27600
2001,"Capros aper","Boarfish",120,0.83
2001,"Centrophorus squamosus","Leafscale gulper shark",10100,0
2001,"Cetorhinus maximus","Basking shark",83,0
2001,"Clupea harengus","Herring",1669560,14192000
2001,"Coryphaenoides rupestris","Roundnose grenadier",29713,0
2001,"Dalatias licha","Kitefin shark",189,0
2001,"Dicentrarchus labrax","European seabass",2949,24000
2001,"Engraulis encrasicolus","Anchovy",49200,91400
2001,"Eutrigla gurnardus","Grey gurnard",0,0
2001,"Gadus morhua","Atlantic Cod",8310,19000
2001,"Gadus morhua","Atlantic cod",924961.03,2690711.12
2001,"Galeus melastomus","Blackmouth dogfish",30,0
2001,"Glyptocephalus cynoglossus","Witch flounder",4210,0
2001,"Hippoglossoides platessoides","American Plaice",3427,30640
2001,"Hoplostethus atlanticus","Orange roughy",4640,0
2001,"Lamna nasus","Porbeagle shark",535,0
2001,"Lepidorhombus boscii","Fourspotted megrim",1220,3810
2001,"Lepidorhombus spp","Megrim spp",824,0
2001,"Lepidorhombus spp","Megrim spp.",4530,0
2001,"Lepidorhombus whiffiagonis","Megrim",18194,78520
2001,"Leucoraja naevus","Cuckoo ray",0,0
2001,"Limanda ferruginea","Yellowtail Flounder",14100,94500
2001,"Limanda limanda","Dab",861,0
2001,"Lophius budegassa","Black bellied angler",1010,0
2001,"Lophius piscatorius","White anglerfish",18088,65020
2001,"Macrourus berglax","Roughhead grenadier",190,0
2001,"Mallotus villosus","Capelin",1828000,3630000
2001,"Melanogrammus aeglefinus","Haddock",337022,1801450
2001,"Merlangius merlangus","Whiting",79044,567490
2001,"Merluccius merluccius","Hake",45940,67200
2001,"Micromesistius poutassou","Blue whiting",1770000,9e+06
2001,"Microstomus kitt","Lemon sole",0,0
2001,"Molva dypterygia","Blue ling",15900,0
2001,"Molva molva","Ling",33630,15600
2001,"Mullus surmuletus","Striped red mullet",2080,0
2001,"Mustelus spp","Smooth-hound",0,0
2001,"Nephrops norvegicus","Norway lobster",56845,0
2001,"Pagellus bogaraveo","Red seabream",1650,0
2001,"Pandalus borealis","Northern shrimp",70280,30301.72
2001,"Platichthys flesus","European flounder",17633,0
2001,"Pleuronectes platessa","European Plaice",204526,380320.641
2001,"Pollachius pollachius","European pollack",1610,0
2001,"Pollachius virens","Pollock",293800,1580000
2001,"Pollachius virens","Pollock or saithe",31600,163000
2001,"Raja brachyura","Blonde ray",0,0
2001,"Raja clavata","Thornback skate",0,0
2001,"Raja microocellata","Smalleyed ray",0,0
2001,"Raja montagui","Spotted ray",0,0
2001,"Raja undulata","Undulate ray",0,0
2001,"Reinhardtius hippoglossoides","Greenland halibut",27338070,647000
2001,"Salmo trutta","Sea trout",984,0
2001,"Sardina pilchardus","European pilchard",102000,477000
2001,"Sardina pilchardus","Sardine",27100,0
2001,"Scomber scombrus","Mackerel",737000,2860000
2001,"Scophthalmus maximus","Turbot",238,0
2001,"Scophthalmus rhombus","Brill",19,0
2001,"Scyliorhinus canicula","Lesser spotted dogfish",2114,0
2001,"Sebastes mentella","Beaked Redfish",146901,1.08
2001,"Sebastes mentella","Deepwater Redfish",18400,861000
2001,"Sebastes norvegicus","Golden Redfish",47300,378100
2001,"Sebastes spp","Redfish species",4960,246000
2001,"Solea solea","Common sole",31627,104340
2001,"Sprattus sprattus","Sprat",506570,2850000
2001,"Squalus acanthias","Spurdog",16700,40000
2001,"Squatina squatina","Angel shark",0,0
2001,"Trachurus picturatus","Blue jack mackerel",1680,0
2001,"Trachurus trachurus","Horse mackerel",282200,1540000
2001,"Trisopterus esmarkii","Norway pout",67610,276000
2001,"Urophycis tenuis","White hake",1560,0
2002,"Amblyraja radiata","Starry ray",0,0
2002,"Amblyraja radiata","Thorny skate",13400,0
2002,"Ammodytes spp","Sand eel",854980,1930000
2002,"Aphanopus carbo","Black scabbardfish",12,0
2002,"Argentina silus","Greater silver smelt",37490,0
2002,"Beryx spp","Beryx spp",577,0
2002,"Brosme brosme","Tusk",25679,28900
2002,"Capros aper","Boarfish",91,0.747
2002,"Centrophorus squamosus","Leafscale gulper shark",8090,0
2002,"Cetorhinus maximus","Basking shark",55,0
2002,"Clupea harengus","Herring",1721160,15659400
2002,"Coryphaenoides rupestris","Roundnose grenadier",29805,0
2002,"Dalatias licha","Kitefin shark",40,0
2002,"Dicentrarchus labrax","European seabass",2912,25500
2002,"Engraulis encrasicolus","Anchovy",26310,40000
2002,"Eutrigla gurnardus","Grey gurnard",0,0
2002,"Gadus morhua","Atlantic Cod",9240,16000
2002,"Gadus morhua","Atlantic cod",1003672.4,2831561.08
2002,"Galeus melastomus","Blackmouth dogfish",40,0
2002,"Glyptocephalus cynoglossus","Witch flounder",3640,0
2002,"Hippoglossoides platessoides","American Plaice",3375,30310
2002,"Hoplostethus atlanticus","Orange roughy",5840,0
2002,"Lamna nasus","Porbeagle shark",596,0
2002,"Lepidorhombus boscii","Fourspotted megrim",1030,4140
2002,"Lepidorhombus spp","Megrim spp",455,0
2002,"Lepidorhombus spp","Megrim spp.",3530,0
2002,"Lepidorhombus whiffiagonis","Megrim",18936,71138
2002,"Leucoraja naevus","Cuckoo ray",12.7,0
2002,"Limanda ferruginea","Yellowtail Flounder",10700,97400
2002,"Limanda limanda","Dab",35915,0
2002,"Lophius budegassa","Black bellied angler",810,0
2002,"Lophius piscatorius","White anglerfish",23190,71190
2002,"Macrourus berglax","Roughhead grenadier",1250,0
2002,"Mallotus villosus","Capelin",1647000,2210000
2002,"Melanogrammus aeglefinus","Haddock",368240,1643810
2002,"Merlangius merlangus","Whiting",75817,388190
2002,"Merluccius merluccius","Hake",48280,69500
2002,"Micromesistius poutassou","Blue whiting",1560000,10300000
2002,"Microstomus kitt","Lemon sole",0,0
2002,"Molva dypterygia","Blue ling",11940,0
2002,"Molva molva","Ling",36600,17600
2002,"Mullus surmuletus","Striped red mullet",1660,0
2002,"Mustelus spp","Smooth-hound",0,0
2002,"Nephrops norvegicus","Norway lobster",57348,0
2002,"Pagellus bogaraveo","Red seabream",1733,0
2002,"Pandalus borealis","Northern shrimp",75230,36701.65
2002,"Platichthys flesus","European flounder",19373,0
2002,"Pleuronectes platessa","European Plaice",148954,414130.997
2002,"Pollachius pollachius","European pollack",1720,0
2002,"Pollachius virens","Pollock",352500,1766000
2002,"Pollachius virens","Pollock or saithe",42000,221000
2002,"Raja brachyura","Blonde ray",0,0
2002,"Raja clavata","Thornback skate",0,0
2002,"Raja microocellata","Smalleyed ray",0,0
2002,"Raja montagui","Spotted ray",0,0
2002,"Raja undulata","Undulate ray",0,0
2002,"Reinhardtius hippoglossoides","Greenland halibut",29234490,630000
2002,"Salmo trutta","Sea trout",1050,0
2002,"Sardina pilchardus","European pilchard",99700,491000
2002,"Sardina pilchardus","Sardine",36300,0
2002,"Scomber scombrus","Mackerel",771000,2990000
2002,"Scophthalmus maximus","Turbot",221,0
2002,"Scophthalmus rhombus","Brill",26.7,0
2002,"Scyliorhinus canicula","Lesser spotted dogfish",1971,0
2002,"Sebastes mentella","Beaked Redfish",167310,1
2002,"Sebastes mentella","Deepwater Redfish",6990,909000
2002,"Sebastes norvegicus","Golden Redfish",60340,376000
2002,"Sebastes spp","Redfish species",4650,309000
2002,"Solea solea","Common sole",30313,104570
2002,"Sprattus sprattus","Sprat",523590,2790000
2002,"Squalus acanthias","Spurdog",11200,39100
2002,"Squatina squatina","Angel shark",0,0
2002,"Trachurus picturatus","Blue jack mackerel",2060,0
2002,"Trachurus trachurus","Horse mackerel",245800,1570000
2002,"Trisopterus esmarkii","Norway pout",81920,188000
2002,"Urophycis tenuis","White hake",6290,0
2003,"Amblyraja radiata","Starry ray",0,0
2003,"Amblyraja radiata","Thorny skate",16100,0
2003,"Ammodytes spp","Sand eel",301013,530600
2003,"Aphanopus carbo","Black scabbardfish",8.44,0
2003,"Argentina silus","Greater silver smelt",21548,0
2003,"Beryx spp","Beryx spp",361,0
2003,"Brosme brosme","Tusk",20654,29800
2003,"Capros aper","Boarfish",11400,0.685
2003,"Centrophorus squamosus","Leafscale gulper shark",10900,0
2003,"Cetorhinus maximus","Basking shark",129,0
2003,"Clupea harengus","Herring",1774300,16607100
2003,"Coryphaenoides rupestris","Roundnose grenadier",27158,0
2003,"Dalatias licha","Kitefin shark",144,0
2003,"Dicentrarchus labrax","European seabass",3088,27100
2003,"Engraulis encrasicolus","Anchovy",15870,27700
2003,"Eutrigla gurnardus","Grey gurnard",0,0
2003,"Gadus morhua","Atlantic Cod",6420,11300
2003,"Gadus morhua","Atlantic cod",979084.6,2866420.911
2003,"Galeus melastomus","Blackmouth dogfish",622,0
2003,"Glyptocephalus cynoglossus","Witch flounder",3280,0
2003,"Hippoglossoides platessoides","American Plaice",3835,38090
2003,"Hoplostethus atlanticus","Orange roughy",1000,0
2003,"Lamna nasus","Porbeagle shark",537,0
2003,"Lepidorhombus boscii","Fourspotted megrim",1070,4730
2003,"Lepidorhombus spp","Megrim spp",632,0
2003,"Lepidorhombus spp","Megrim spp.",2960,0
2003,"Lepidorhombus whiffiagonis","Megrim",19849,66370
2003,"Leucoraja naevus","Cuckoo ray",18,0
2003,"Limanda ferruginea","Yellowtail Flounder",13800,103000
2003,"Limanda limanda","Dab",55630,0.605
2003,"Lophius budegassa","Black bellied angler",9284,0
2003,"Lophius piscatorius","White anglerfish",32730,77620
2003,"Macrourus berglax","Roughhead grenadier",393,0
2003,"Mallotus villosus","Capelin",1024000,533000
2003,"Melanogrammus aeglefinus","Haddock",332585,1536610
2003,"Merlangius merlangus","Whiting",67099,334260
2003,"Merluccius merluccius","Hake",53510,74900
2003,"Micromesistius poutassou","Blue whiting",2370000,11800000
2003,"Microstomus kitt","Lemon sole",0,0
2003,"Molva dypterygia","Blue ling",10610,0
2003,"Molva molva","Ling",31790,19200
2003,"Mullus surmuletus","Striped red mullet",2020,0
2003,"Mustelus spp","Smooth-hound",0,0
2003,"Nephrops norvegicus","Norway lobster",54805,0
2003,"Pagellus bogaraveo","Red seabream",1694,0
2003,"Pandalus borealis","Northern shrimp",54010,41901.42
2003,"Platichthys flesus","European flounder",15174,0
2003,"Pleuronectes platessa","European Plaice",166329,420481.043
2003,"Pollachius pollachius","European pollack",1460,0
2003,"Pollachius virens","Pollock",332600,1700000
2003,"Pollachius virens","Pollock or saithe",52300,281000
2003,"Raja brachyura","Blonde ray",0,0
2003,"Raja clavata","Thornback skate",351,0
2003,"Raja microocellata","Smalleyed ray",0,0
2003,"Raja montagui","Spotted ray",56,0
2003,"Raja undulata","Undulate ray",0,0
2003,"Reinhardtius hippoglossoides","Greenland halibut",30939070,620600
2003,"Salmo trutta","Sea trout",934,0
2003,"Sardina pilchardus","European pilchard",97800,466000
2003,"Sardina pilchardus","Sardine",37100,0
2003,"Scomber scombrus","Mackerel",679000,3390000
2003,"Scophthalmus maximus","Turbot",159,0
2003,"Scophthalmus rhombus","Brill",36.4,0
2003,"Scyliorhinus canicula","Lesser spotted dogfish",2697,0
2003,"Sebastes mentella","Beaked Redfish",189646,0.91
2003,"Sebastes mentella","Deepwater Redfish",2520,980000
2003,"Sebastes norvegicus","Golden Redfish",46140,387000
2003,"Sebastes spp","Redfish species",3710,269000
2003,"Solea solea","Common sole",32115,118620
2003,"Sprattus sprattus","Sprat",494960,2660000
2003,"Squalus acanthias","Spurdog",12200,39100
2003,"Squatina squatina","Angel shark",0,0
2003,"Trachurus picturatus","Blue jack mackerel",2300,0
2003,"Trachurus trachurus","Horse mackerel",242900,1700000
2003,"Trisopterus esmarkii","Norway pout",31000,126000
2003,"Urophycis tenuis","White hake",7270,0
2004,"Amblyraja radiata","Starry ray",0,0
2004,"Amblyraja radiata","Thorny skate",13100,0
2004,"Ammodytes spp","Sand eel",354316,821000
2004,"Aphanopus carbo","Black scabbardfish",7.41,0
2004,"Argentina silus","Greater silver smelt",31562,0
2004,"Beryx spp","Beryx spp",485,0
2004,"Brosme brosme","Tusk",19021,31200
2004,"Capros aper","Boarfish",5150,0.961
2004,"Centrophorus squamosus","Leafscale gulper shark",9030,0
2004,"Cetorhinus maximus","Basking shark",99,0
2004,"Clupea harengus","Herring",1844730,17842600
2004,"Coryphaenoides rupestris","Roundnose grenadier",33666,0
2004,"Dalatias licha","Kitefin shark",9,0
2004,"Dicentrarchus labrax","European seabass",3064,28100
2004,"Engraulis encrasicolus","Anchovy",22240,30300
2004,"Eutrigla gurnardus","Grey gurnard",0,0
2004,"Gadus morhua","Atlantic Cod",3670,7220
2004,"Gadus morhua","Atlantic cod",1016001.54,2781610.956
2004,"Galeus melastomus","Blackmouth dogfish",534,0
2004,"Glyptocephalus cynoglossus","Witch flounder",3030,0
2004,"Hippoglossoides platessoides","American Plaice",2860,41380
2004,"Hoplostethus atlanticus","Orange roughy",1250,0
2004,"Lamna nasus","Porbeagle shark",553,0
2004,"Lepidorhombus boscii","Fourspotted megrim",1350,4990
2004,"Lepidorhombus spp","Megrim spp",528,0
2004,"Lepidorhombus spp","Megrim spp.",2570,0
2004,"Lepidorhombus whiffiagonis","Megrim",20760,59419
2004,"Leucoraja naevus","Cuckoo ray",113,0
2004,"Limanda ferruginea","Yellowtail Flounder",13400,105000
2004,"Limanda limanda","Dab",44790,0.616
2004,"Lophius budegassa","Black bellied angler",9203,0
2004,"Lophius piscatorius","White anglerfish",34660,80730
2004,"Macrourus berglax","Roughhead grenadier",933,0
2004,"Mallotus villosus","Capelin",784000,628000
2004,"Melanogrammus aeglefinus","Haddock",362857,1414280
2004,"Merlangius merlangus","Whiting",58744,422170
2004,"Merluccius merluccius","Hake",56860,77000
2004,"Micromesistius poutassou","Blue whiting",2400000,10300000
2004,"Microstomus kitt","Lemon sole",0,0
2004,"Molva dypterygia","Blue ling",8600,0
2004,"Molva molva","Ling",32430,21400
2004,"Mullus surmuletus","Striped red mullet",7540,0
2004,"Mustelus spp","Smooth-hound",0,0
2004,"Nephrops norvegicus","Norway lobster",56967,0
2004,"Pagellus bogaraveo","Red seabream",1777,0
2004,"Pandalus borealis","Northern shrimp",60423,44401.96
2004,"Platichthys flesus","European flounder",18233,0
2004,"Pleuronectes platessa","European Plaice",138134,421821.096
2004,"Pollachius pollachius","European pollack",1530,0
2004,"Pollachius virens","Pollock",326400,1786000
2004,"Pollachius virens","Pollock or saithe",64700,322000
2004,"Raja brachyura","Blonde ray",0,0
2004,"Raja clavata","Thornback skate",516,0
2004,"Raja microocellata","Smalleyed ray",0,0
2004,"Raja montagui","Spotted ray",82,0
2004,"Raja undulata","Undulate ray",0,0
2004,"Reinhardtius hippoglossoides","Greenland halibut",27142870,602900
2004,"Salmo trutta","Sea trout",926,0
2004,"Sardina pilchardus","European pilchard",98000,408000
2004,"Sardina pilchardus","Sardine",32800,0
2004,"Scomber scombrus","Mackerel",660000,3350000
2004,"Scophthalmus maximus","Turbot",147,0
2004,"Scophthalmus rhombus","Brill",41,0
2004,"Scyliorhinus canicula","Lesser spotted dogfish",2990,0
2004,"Sebastes mentella","Beaked Redfish",144082,0.81
2004,"Sebastes mentella","Deepwater Redfish",5490,1050000
2004,"Sebastes norvegicus","Golden Redfish",40110,401000
2004,"Sebastes spp","Redfish species",4057,390000
2004,"Solea solea","Common sole",32285,104450
2004,"Sprattus sprattus","Sprat",610492,4440000
2004,"Squalus acanthias","Spurdog",9370,38800
2004,"Squatina squatina","Angel shark",0,0
2004,"Trachurus picturatus","Blue jack mackerel",2110,0
2004,"Trachurus trachurus","Horse mackerel",218700,1780000
2004,"Trisopterus esmarkii","Norway pout",15790,76100
2004,"Urophycis tenuis","White hake",3300,0
2005,"Amblyraja radiata","Starry ray",0,0
2005,"Amblyraja radiata","Thorny skate",4520,0
2005,"Ammodytes spp","Sand eel",173222,625000
2005,"Aphanopus carbo","Black scabbardfish",7.12,0
2005,"Argentina silus","Greater silver smelt",35306,0
2005,"Beryx spp","Beryx spp",422,0
2005,"Brosme brosme","Tusk",19305,33900
2005,"Capros aper","Boarfish",5960,0.884
2005,"Centrophorus squamosus","Leafscale gulper shark",5050,0
2005,"Cetorhinus maximus","Basking shark",90,0
2005,"Clupea harengus","Herring",2099480,17398600
2005,"Coryphaenoides rupestris","Roundnose grenadier",28011,0
2005,"Dalatias licha","Kitefin shark",47,0
2005,"Dicentrarchus labrax","European seabass",3557,29000
2005,"Engraulis encrasicolus","Anchovy",5640,14000
2005,"Eutrigla gurnardus","Grey gurnard",0,0
2005,"Gadus morhua","Atlantic Cod",3060,7550
2005,"Gadus morhua","Atlantic cod",1027616.7,2690561.32
2005,"Galeorhinus galeus","Tope shark",668,0
2005,"Galeus melastomus","Blackmouth dogfish",624.1,0
2005,"Glyptocephalus cynoglossus","Witch flounder",2810,0
2005,"Hippoglossoides platessoides","American Plaice",4113,45590
2005,"Hoplostethus atlanticus","Orange roughy",571,0
2005,"Lamna nasus","Porbeagle shark",343,0
2005,"Lepidorhombus boscii","Fourspotted megrim",1360,4900
2005,"Lepidorhombus spp","Megrim spp",382,0
2005,"Lepidorhombus spp","Megrim spp.",1880,0
2005,"Lepidorhombus whiffiagonis","Megrim",16366,57057
2005,"Leucoraja naevus","Cuckoo ray",42.8,0
2005,"Limanda ferruginea","Yellowtail Flounder",13900,107000
2005,"Limanda limanda","Dab",46300,0.644
2005,"Lophius budegassa","Black bellied angler",8843,0
2005,"Lophius piscatorius","White anglerfish",33730,78650
2005,"Macrourus berglax","Roughhead grenadier",3860,0
2005,"Mallotus villosus","Capelin",248000,324000
2005,"Melanogrammus aeglefinus","Haddock",360171,1956960
2005,"Merlangius merlangus","Whiting",52591,384960
2005,"Merluccius merluccius","Hake",61500,74300
2005,"Micromesistius poutassou","Blue whiting",2020000,8470000
2005,"Microstomus kitt","Lemon sole",0,0
2005,"Molva dypterygia","Blue ling",8226,0
2005,"Molva molva","Ling",32260,24700
2005,"Mullus surmuletus","Striped red mullet",5070,0
2005,"Mustelus spp","Smooth-hound",3010,0
2005,"Nephrops norvegicus","Norway lobster",62740.8,0
2005,"Pagellus bogaraveo","Red seabream",1801,0
2005,"Pandalus borealis","Northern shrimp",59110,40902.2
2005,"Phycis blennoides","Greater forkbeard",2960,0
2005,"Platichthys flesus","European flounder",20140,0
2005,"Pleuronectes platessa","European Plaice",128421,403390.185
2005,"Pollachius pollachius","European pollack",1750,0
2005,"Pollachius virens","Pollock",374000,1810000
2005,"Pollachius virens","Pollock or saithe",69100,287000
2005,"Raja brachyura","Blonde ray",495,0
2005,"Raja clavata","Thornback skate",480,0
2005,"Raja microocellata","Smalleyed ray",0,0
2005,"Raja montagui","Spotted ray",76.2,0
2005,"Raja undulata","Undulate ray",0,0
2005,"Reinhardtius hippoglossoides","Greenland halibut",24245140,597600
2005,"Salmo trutta","Sea trout",732,0
2005,"Sardina pilchardus","European pilchard",97300,546000
2005,"Sardina pilchardus","Sardine",35700,0
2005,"Scomber scombrus","Mackerel",550000,3080000
2005,"Scophthalmus maximus","Turbot",127,0
2005,"Scophthalmus rhombus","Brill",61.9,0
2005,"Scyliorhinus canicula","Lesser spotted dogfish",8816,0
2005,"Sebastes mentella","Beaked Redfish",94567,0.74
2005,"Sebastes mentella","Deepwater Redfish",8470,1050000
2005,"Sebastes norvegicus","Golden Redfish",52240,415700
2005,"Sebastes spp","Redfish species",7209,548000
2005,"Solea solea","Common sole",29438,95410
2005,"Sprattus sprattus","Sprat",686620,2990000
2005,"Squalus acanthias","Spurdog",8430,38900
2005,"Squatina squatina","Angel shark",2,0
2005,"Trachurus picturatus","Blue jack mackerel",2250,0
2005,"Trachurus trachurus","Horse mackerel",235600,1840000
2005,"Trisopterus esmarkii","Norway pout",42,66700
2005,"Urophycis tenuis","White hake",2600,0
2006,"Amblyraja radiata","Starry ray",0,0
2006,"Amblyraja radiata","Thorny skate",6490,0
2006,"Ammodytes spp","Sand eel",286151,981000
2006,"Aphanopus carbo","Black scabbardfish",6.95,0
2006,"Argentina silus","Greater silver smelt",47820,0
2006,"Beryx spp","Beryx spp",367,0
2006,"Brosme brosme","Tusk",24391,36900
2006,"Capros aper","Boarfish",7140,1.04
2006,"Centrophorus squamosus","Leafscale gulper shark",2730,0
2006,"Cetorhinus maximus","Basking shark",7,0
2006,"Chelidonichthys cuculus","Red gurnard",5170,0
2006,"Clupea harengus","Herring",2002140,18608300
2006,"Coryphaenoides rupestris","Roundnose grenadier",11466,0
2006,"Dalatias licha","Kitefin shark",21,0
2006,"Dicentrarchus labrax","European seabass",3787,29200
2006,"Engraulis encrasicolus","Anchovy",6240,20900
2006,"Eutrigla gurnardus","Grey gurnard",0,0
2006,"Gadus morhua","Atlantic Cod",3780,8970
2006,"Gadus morhua","Atlantic cod",914658,2746461.26
2006,"Galeorhinus galeus","Tope shark",715,0
2006,"Galeus melastomus","Blackmouth dogfish",652.89,0
2006,"Glyptocephalus cynoglossus","Witch flounder",2300,0
2006,"Hippoglossoides platessoides","American Plaice",2830,45910
2006,"Hoplostethus atlanticus","Orange roughy",566,0
2006,"Lamna nasus","Porbeagle shark",289,0
2006,"Lepidorhombus boscii","Fourspotted megrim",1430,5650
2006,"Lepidorhombus spp","Megrim spp",344,0
2006,"Lepidorhombus spp","Megrim spp.",2520,0
2006,"Lepidorhombus whiffiagonis","Megrim",16026,57515
2006,"Leucoraja naevus","Cuckoo ray",50.8,0
2006,"Limanda ferruginea","Yellowtail Flounder",930,108000
2006,"Limanda limanda","Dab",49430,0.612
2006,"Lophius budegassa","Black bellied angler",8000,0
2006,"Lophius piscatorius","White anglerfish",31500,80680
2006,"Macrourus berglax","Roughhead grenadier",3080,0
2006,"Mallotus villosus","Capelin",377000,787000
2006,"Melanogrammus aeglefinus","Haddock",346993,1660700
2006,"Merlangius merlangus","Whiting",64935,539740
2006,"Merluccius merluccius","Hake",57400,74400
2006,"Micromesistius poutassou","Blue whiting",1960000,7650000
2006,"Microstomus kitt","Lemon sole",0,0
2006,"Molva dypterygia","Blue ling",8349,0
